tick,S,K,C,r,T,ref_iv,fpga_iv,iv_err_bps,ref_delta,fpga_delta,ref_vega,fpga_vega,ref_gamma,fpga_gamma,latency_cyc
146,100.000000,136.780194,3.548160,0.050000,1.334554,0.250000,2.250000,20000.0000,0.239153,0.938578,35.843765,17.151366,0.010743,-0.000000,1518
147,100.000000,136.780194,4.401791,0.050000,1.527217,0.250000,2.250000,20000.0000,0.270226,0.935022,40.878465,19.596744,0.010707,-0.000000,1518
148,100.000000,136.780194,5.396607,0.050000,1.747694,0.250000,2.750000,25000.0000,0.302223,1.000000,46.118296,0.000000,0.010555,0.000000,1518
149,100.000000,136.780194,6.546300,0.050000,2.000000,0.250000,2.750000,25000.0000,0.334960,0.851273,51.519337,-45.959562,0.010304,0.004112,1518
150,100.000000,133.922593,0.000000,0.050000,0.002700,0.250000,1.950000,16999.9999,0.000000,1.000000,0.000000,0.600213,0.000000,0.013077,1518
151,100.000000,133.922593,0.000000,0.050000,0.003090,0.250000,1.950000,16999.9999,0.000000,1.000000,0.000000,48.284402,0.000000,0.919172,1518
152,100.000000,133.922593,0.000000,0.050000,0.003536,0.250000,0.923253,6732.5276,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1518
153,100.000000,133.922593,0.000000,0.050000,0.004046,0.250000,0.450000,1999.9999,0.000000,1.000000,0.000000,2.537631,0.000000,0.313596,1518
154,100.000000,133.922593,0.000000,0.050000,0.004630,0.250000,2.421407,21714.0740,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1518
155,100.000000,133.922593,0.000000,0.050000,0.005299,0.250000,2.450000,21999.9999,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1518
156,100.000000,133.922593,0.000000,0.050000,0.006064,0.250000,0.947922,6979.2175,0.000000,1.000000,0.000000,-47.645352,0.000000,-1.131753,1518
157,100.000000,133.922593,0.000000,0.050000,0.006939,0.250000,2.450000,21999.9999,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1518
158,100.000000,133.922593,0.000000,0.050000,0.007941,0.250000,2.450000,21999.9999,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1518
159,100.000000,133.922593,0.000000,0.050000,0.009088,0.250000,1.010000,7599.9999,0.000000,1.000000,0.000000,-66.909372,0.000000,-0.113034,1518
160,100.000000,133.922593,0.000000,0.050000,0.010399,0.250000,0.932340,6823.4003,0.000000,1.000000,0.000000,-67.504537,0.000000,-0.384782,1518
161,100.000000,133.922593,0.000000,0.050000,0.011901,0.250000,2.450000,21999.9999,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1518
162,100.000000,133.922593,0.000000,0.050000,0.013619,0.250000,0.950000,6999.9999,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1518
163,100.000000,133.922593,0.000000,0.050000,0.015585,0.250000,1.999173,17491.7299,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1518
164,100.000000,133.922593,0.000000,0.050000,0.017835,0.250000,0.510000,2599.9999,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1518
165,100.000000,133.922593,0.000000,0.050000,0.020410,0.250000,2.450000,21999.9999,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1518
166,100.000000,133.922593,0.000000,0.050000,0.023356,0.250000,0.450000,1999.9999,0.000000,1.000000,0.000000,-38.257345,0.000000,-1.102349,1518
167,100.000000,133.922593,0.000000,0.050000,0.026728,0.250000,0.450000,1999.9999,0.000000,1.000000,0.000000,-60.625805,0.000000,-1.587469,1518
168,100.000000,133.922593,0.000000,0.050000,0.030586,0.250000,2.450000,21999.9999,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1518
169,100.000000,133.922593,0.000000,0.050000,0.035002,0.250000,2.450000,21999.9999,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1518
170,100.000000,133.922593,0.000000,0.050000,0.040055,0.250000,0.446888,1968.8773,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1518
171,100.000000,133.922593,0.000000,0.050000,0.045837,0.250000,2.450000,21999.9999,0.000000,1.000000,0.000004,0.000000,0.000000,0.000000,1518
172,100.000000,133.922593,0.000000,0.050000,0.052455,0.250000,0.450000,1999.9999,0.000000,1.000000,0.000030,27.020553,0.000000,-1.302250,1518
173,100.000000,133.922593,0.000002,0.050000,0.060027,0.250000,5.000000,47500.0000,0.000001,0.896304,0.000164,6.590478,0.000001,0.002196,1518
174,100.000000,133.922593,0.000008,0.050000,0.068693,0.250000,5.000000,47500.0000,0.000006,0.914111,0.000737,5.711059,0.000004,-0.000000,1518
175,100.000000,133.922593,0.000035,0.050000,0.078610,0.250000,5.000000,47500.0000,0.000023,0.925816,0.002760,5.177042,0.000014,-0.000000,1518
176,100.000000,133.922593,0.000127,0.050000,0.089959,0.250000,5.000000,47500.0000,0.000073,0.933431,0.008824,4.891395,0.000039,-0.000000,1518
