tick,S,K,C,r,T,ref_iv,fpga_iv,iv_err_bps,ref_delta,fpga_delta,ref_vega,fpga_vega,ref_gamma,fpga_gamma,latency_cyc
0,42.472407,57.996073,0.656474,0.043946,1.124792,0.212407,0.214806,0.0599,0.146674,0.152297,10.346178,10.610773,0.024006,0.024373,392
1,29.359671,21.745491,10.485423,0.044045,1.312647,0.433229,0.433441,0.9654,0.833852,0.832600,8.387503,8.428744,0.017111,0.017184,391
2,21.235070,29.281821,0.387949,0.028494,1.265420,0.222730,0.224861,1.3781,0.155472,0.160792,5.703546,5.831424,0.044877,0.045487,391
3,31.004271,28.305956,4.960878,0.037278,0.834659,0.266492,0.266500,1.5446,0.733527,0.733421,9.303908,9.305583,0.043514,0.043519,391
4,56.711174,45.235424,13.203310,0.034654,0.509003,0.332428,0.333726,0.1327,0.874154,0.872398,8.368195,8.453223,0.015377,0.015476,391
5,67.110558,56.357544,13.090047,0.043697,0.819928,0.168580,0.176114,1.0555,0.927165,0.916929,8.411703,9.331328,0.013512,0.014311,391
6,56.452691,46.255466,11.904178,0.057955,0.191072,0.536253,0.536868,1.1249,0.844793,0.843491,5.885298,5.918473,0.018023,0.018071,392
7,68.503841,62.559738,8.262792,0.047369,0.236741,0.326061,0.326108,0.0253,0.764897,0.768930,10.245223,10.147063,0.028283,0.028009,391
8,27.322294,28.596164,0.643075,0.056373,0.148144,0.253512,0.253509,0.0794,0.369702,0.369762,3.969552,3.969712,0.141587,0.141582,552
9,59.751337,54.863543,8.721220,0.041868,0.828095,0.223942,0.223961,0.0290,0.755158,0.755027,17.087194,17.091717,0.025808,0.025809,552
10,78.175078,97.139802,10.243810,0.055793,1.415299,0.389160,0.394594,0.1894,0.473250,0.409742,37.018999,36.148474,0.010998,0.010591,553
11,75.312454,57.383929,18.635197,0.021809,0.374376,0.280132,0.327870,0.2347,0.957243,0.938910,4.191378,5.652148,0.007046,0.008383,554
12,43.320637,38.552955,8.564306,0.034270,1.260233,0.262374,0.262397,0.0630,0.754827,0.754654,15.293929,15.299378,0.024647,0.024652,554
13,52.561765,41.978294,17.852809,0.022982,1.223076,0.544755,0.544761,0.2071,0.764571,0.764060,17.881272,17.902293,0.009714,0.009722,552
14,66.334686,55.661500,11.400248,0.052618,0.107731,0.432743,0.443441,0.1081,0.910847,0.905725,3.510887,3.667401,0.017115,0.017534,552
15,63.740430,79.031074,0.019921,0.034339,0.203663,0.196348,0.301173,0.0243,0.010628,0.173213,0.808504,7.367120,0.004976,0.018225,552
16,71.786206,81.571289,2.814465,0.022542,0.563257,0.274393,0.276342,0.0482,0.324233,0.283617,19.371924,18.248032,0.024323,0.022747,552
17,39.510999,47.836928,3.252391,0.055489,0.992580,0.338886,0.338907,0.0257,0.407330,0.408071,15.278410,15.285086,0.029095,0.029101,552
18,27.175655,32.590984,3.961536,0.042451,1.165099,0.458387,0.458398,4.4348,0.492058,0.492485,11.699989,11.700246,0.029664,0.029664,552
19,49.627736,52.898848,2.173333,0.021017,0.698557,0.193157,0.193155,0.0115,0.411484,0.411554,16.138616,16.139127,0.048563,0.048565,553
20,21.885751,25.069850,2.303767,0.040343,0.540098,0.513027,0.513022,0.0868,0.454636,0.454873,6.375116,6.375527,0.048034,0.048038,553
21,34.957534,34.512456,3.517517,0.029152,1.157772,0.180792,0.180798,0.5806,0.631804,0.631730,14.179288,14.180041,0.055433,0.055378,553
22,37.385087,30.388651,11.775778,0.052325,1.401577,0.403362,0.403486,0.0194,0.795667,0.795176,12.550900,12.568713,0.015884,0.015902,552
23,72.287635,91.268233,1.555219,0.055702,0.361198,0.365737,0.383152,1.1658,0.195097,0.138689,11.981714,9.610716,0.017357,0.013304,553
24,68.446409,90.846449,0.393759,0.024402,0.545205,0.241174,0.410301,1.7651,0.076918,0.057197,7.293005,5.919550,0.011839,0.008768,552
25,45.626467,58.064714,3.837062,0.020278,1.305023,0.354299,0.354307,4.9351,0.371509,0.372618,19.705818,19.724435,0.020473,0.020491,553
26,45.044660,38.534602,8.737649,0.033505,0.267812,0.527164,0.527180,0.1201,0.770799,0.770421,7.064505,7.070899,0.024662,0.024682,552
27,39.392176,41.879927,8.339428,0.034545,1.084227,0.538713,0.538810,1.0408,0.594086,0.594073,15.906433,15.906425,0.017550,0.017551,552
28,77.746838,68.125480,13.873314,0.032035,0.796148,0.263936,0.264754,8.6120,0.784361,0.805713,20.304549,19.083712,0.015986,0.014974,552
29,22.213217,25.027521,1.196652,0.022059,0.803751,0.261459,0.261456,1315.9901,0.375977,0.376304,7.557708,7.559669,0.072886,0.072877,230
30,74.495953,64.639641,14.602526,0.039578,0.302853,0.544260,0.544703,23.9896,0.746526,0.759161,13.123077,12.768727,0.014346,0.013948,713
31,34.523316,40.409365,4.892858,0.029506,1.166267,0.441287,0.441286,2.1210,0.492082,0.492373,14.870860,14.871087,0.024243,0.024244,713
32,42.066988,48.066333,1.607999,0.041431,0.986942,0.186116,0.186125,21.3055,0.341840,0.342788,15.344340,15.360191,0.047205,0.047137,713
33,70.118150,64.827458,9.531613,0.021631,0.361126,0.386357,0.386415,0.4680,0.687095,0.693469,14.925720,14.792041,0.021758,0.021561,714
34,60.653862,43.161984,20.080623,0.029060,0.816930,0.408069,0.409426,54.3413,0.879245,0.876632,11.015095,11.188212,0.008982,0.009090,713
35,30.461986,36.056525,0.638177,0.057469,0.641429,0.205008,0.205093,19.4933,0.235669,0.236628,7.508932,7.525598,0.061538,0.061629,713
36,40.463981,31.538900,11.971014,0.055094,1.394571,0.253177,0.255193,1.2419,0.892500,0.889632,8.837887,9.016032,0.015288,0.015449,713
37,59.599043,75.813293,1.568743,0.041186,0.877281,0.246741,0.247522,0.0817,0.220847,0.205708,16.565124,15.892946,0.021544,0.020614,713
38,25.586166,33.979734,1.428731,0.045324,1.360585,0.285612,0.285671,0.1631,0.308563,0.310644,10.507681,10.538347,0.041304,0.041415,713
39,40.952574,49.477630,6.937944,0.055483,1.355954,0.461950,0.462088,8.1788,0.522834,0.523470,18.993353,18.991578,0.018080,0.018056,713
40,58.521899,44.412150,15.413886,0.055942,0.326280,0.392572,0.404876,0.8509,0.922754,0.914807,4.839461,5.229011,0.011032,0.011546,713
41,20.551823,15.846074,5.210911,0.020202,1.028902,0.214323,0.220229,20.1623,0.919304,0.912035,3.119565,3.338344,0.033493,0.034816,713
42,52.924027,62.679335,6.373144,0.028971,1.012746,0.434872,0.434870,7.8076,0.459892,0.460277,21.140289,21.142288,0.017137,0.017139,713
43,34.234945,31.762490,8.894272,0.045985,1.145088,0.489689,0.489806,0.5864,0.693412,0.693375,12.861785,12.862231,0.019571,0.019567,713
44,59.456774,65.272599,1.103598,0.034709,0.231145,0.256081,0.256103,59.0597,0.263930,0.264157,9.343679,9.347569,0.044653,0.044666,713
45,34.639379,47.840702,1.332767,0.055682,0.650337,0.402455,0.402932,0.2222,0.235452,0.238495,8.593396,8.654079,0.027363,0.027523,713
46,67.688678,71.198063,5.417910,0.039701,0.907665,0.228097,0.228251,4.7675,0.516702,0.508866,25.704442,25.720658,0.027098,0.027097,714
47,63.347127,56.793275,7.068620,0.045819,0.134042,0.220844,0.233754,25.5550,0.928825,0.917584,3.154111,3.540660,0.026552,0.028348,715
48,76.427515,104.533734,0.530392,0.034806,1.380810,0.156183,0.268050,251.3089,0.088069,0.060342,14.350439,10.919600,0.011392,0.006932,714
49,75.699114,75.678592,20.170951,0.058545,1.453317,0.491204,0.491381,372.5801,0.670112,0.670147,33.044458,33.042522,0.008078,0.008074,230
50,37.666934,36.520669,5.061153,0.032677,1.291591,0.217797,0.217810,1269.7601,0.662438,0.662295,15.641823,15.644127,0.039191,0.039120,230
51,53.408076,72.384411,0.519408,0.042802,1.074442,0.188871,0.194758,12.9805,0.111202,0.122503,10.491088,11.242820,0.018124,0.018809,874
52,56.900434,79.264449,1.074745,0.040733,0.296118,0.500949,0.511571,75.3396,0.150224,0.142463,7.226569,6.975309,0.015047,0.014192,874
53,64.446117,76.556253,3.868235,0.034380,1.083478,0.267437,0.267931,6.1539,0.364830,0.342672,25.210664,24.652488,0.020948,0.020439,874
54,68.561669,86.873077,6.898396,0.056530,1.313901,0.354537,0.357092,13.5674,0.422101,0.377228,30.752933,29.855569,0.014044,0.013536,874
55,50.090978,63.054855,5.996392,0.048079,1.009950,0.468317,0.468329,129.0962,0.440165,0.441057,19.856267,19.862888,0.016732,0.016735,874
56,73.400321,68.746491,11.590207,0.023759,0.625816,0.381312,0.381416,58.8736,0.661758,0.670427,21.233616,21.017220,0.016516,0.016343,874
57,22.156536,22.730803,3.163308,0.031462,0.859702,0.386333,0.386439,106.2211,0.572671,0.572673,8.059346,8.059284,0.049429,0.049416,874
58,21.830015,15.851729,6.737583,0.034408,1.251641,0.200824,0.225955,0.0466,0.958035,0.935260,2.188066,3.123349,0.018267,0.023018,391
59,51.334596,63.603332,0.126625,0.044916,0.402149,0.184139,0.212859,0.2514,0.052387,0.083157,3.484412,5.002625,0.017856,0.022362,393
60,23.100903,24.762973,3.442108,0.045497,0.856889,0.440437,0.440549,0.1496,0.551346,0.551360,8.460270,8.460199,0.042007,0.042004,391
61,78.551125,83.374968,4.943488,0.051807,0.552139,0.258333,0.259194,0.0167,0.473895,0.441762,23.235691,23.036897,0.026401,0.026090,552
62,46.338285,34.981674,11.790385,0.058506,0.135491,0.484392,0.545090,0.3813,0.956405,0.933368,1.575944,2.227506,0.011183,0.013974,552
63,61.758452,60.910327,4.302829,0.026257,0.342612,0.250097,0.250094,106.9821,0.590608,0.590582,14.047839,14.047932,0.042984,0.042975,1035
64,52.953600,63.555819,8.308081,0.031197,1.024276,0.531946,0.531944,1.4360,0.495828,0.496221,21.379147,21.379389,0.013993,0.013993,553
65,64.273815,69.932985,4.896437,0.036784,0.956409,0.249092,0.249130,0.0239,0.468045,0.461495,24.995958,24.959487,0.025398,0.025357,552
66,41.358361,50.891143,0.000155,0.024643,0.120151,0.168401,0.300000,1.0301,0.000257,0.000000,0.013728,0.000000,0.000397,0.000000,391
67,22.443728,29.150417,0.329262,0.038967,1.085121,0.189134,0.190540,0.1885,0.155305,0.159417,5.578268,5.675467,0.053959,0.054476,552
68,49.496953,51.052654,3.167952,0.037354,0.342483,0.309402,0.309397,0.0069,0.496121,0.496149,11.555461,11.555496,0.044511,0.044510,552
69,56.951006,65.184160,1.181824,0.034985,0.163426,0.400344,0.400488,6.7672,0.236363,0.237516,7.097596,7.116458,0.033447,0.033443,552
70,50.188176,65.221687,0.458180,0.026517,1.022171,0.178227,0.183339,3.3501,0.112460,0.122263,9.693473,10.290738,0.021124,0.021776,552
71,58.545157,42.068086,19.964275,0.057609,0.920086,0.380190,0.382442,1.3669,0.891395,0.888503,10.463163,10.672750,0.008727,0.008849,391
72,43.290196,49.796788,5.950899,0.041825,0.741554,0.526586,0.526584,0.3755,0.494550,0.494770,14.870668,14.870801,0.020321,0.020321,552
73,43.166158,59.259944,0.428123,0.027832,1.367491,0.177745,0.184133,0.0026,0.107954,0.120816,9.364503,10.152431,0.020677,0.021597,552
74,26.046680,18.564909,7.684669,0.047320,0.232220,0.178475,0.527754,1.3644,0.999980,0.949935,0.001085,1.358081,0.000039,0.019834,391
75,39.138538,50.544005,0.006196,0.052579,0.132581,0.262742,0.300000,14.0590,0.005348,0.000000,0.218795,0.000000,0.004100,0.000000,713
76,27.089890,32.175096,3.488665,0.055099,0.980520,0.444028,0.444047,123.0393,0.480639,0.481050,10.688917,10.689445,0.033454,0.033454,1196
77,68.208856,61.212278,11.853117,0.050025,0.348415,0.472734,0.472735,606.9766,0.722350,0.723573,13.497475,13.468041,0.017614,0.017563,1198
78,79.430309,78.543261,8.778118,0.051057,0.620825,0.286321,0.286346,2.2208,0.619086,0.623515,23.847021,23.761117,0.021264,0.021194,552
79,75.845440,98.666492,5.345190,0.050035,0.700592,0.451817,0.464233,0.8910,0.339515,0.263430,23.248347,20.730386,0.012767,0.011077,552
80,26.187432,34.876083,0.641784,0.053058,0.807353,0.278020,0.278697,0.0244,0.197501,0.201572,6.537793,6.618528,0.042472,0.042733,552
81,73.731394,71.699443,3.341383,0.056215,0.115173,0.186515,0.186850,0.0159,0.717500,0.737227,8.459317,8.160544,0.072438,0.069799,553
82,39.158818,53.453486,4.046550,0.042938,1.430850,0.402735,0.402773,0.0517,0.390677,0.392867,17.980774,18.008766,0.020349,0.020367,553
83,46.906731,42.462203,9.088756,0.046901,0.560130,0.450950,0.450950,0.4978,0.705933,0.705835,12.095041,12.096665,0.021763,0.021766,553
84,67.494743,84.552871,0.008534,0.039777,0.227689,0.173024,0.300000,1.0890,0.004965,0.000000,0.462811,0.000000,0.002579,0.000000,553
85,52.971733,53.452258,5.737304,0.034037,1.342786,0.196827,0.196842,1.0537,0.608277,0.608258,23.580659,23.580735,0.031796,0.031792,553
86,28.579501,35.240166,0.442127,0.024045,0.965505,0.183643,0.184332,1.5718,0.173069,0.175566,7.188035,7.254013,0.049633,0.049851,553
87,62.058148,46.601580,18.380021,0.048250,1.250604,0.182540,0.212012,60.3264,0.964136,0.937127,5.470841,8.689628,0.006223,0.008440,552
88,25.090263,34.891716,1.259538,0.034826,0.623979,0.475120,0.475460,0.1501,0.263331,0.266208,6.470859,6.506559,0.034672,0.034833,392
89,76.834915,106.815956,0.551552,0.035050,1.154729,0.183400,0.372357,0.0589,0.085695,0.055423,12.926578,9.467130,0.010339,0.006182,392
90,66.628815,72.684240,2.961950,0.056254,0.693911,0.194479,0.194701,174.1453,0.414887,0.396792,21.636504,21.396986,0.036115,0.035683,1357
91,49.557506,35.084115,15.103457,0.022252,0.756125,0.197527,0.291070,0.1110,0.985907,0.947515,1.546642,4.774081,0.004216,0.009891,552
92,27.051575,31.229615,5.142496,0.043335,1.144463,0.534869,0.534972,6.8949,0.548462,0.548537,11.459966,11.459657,0.025583,0.025593,713
93,42.492235,38.242946,12.654212,0.028944,1.316039,0.535289,0.535378,287.2021,0.705624,0.705559,16.802817,16.804192,0.013210,0.013209,1358
94,20.729268,28.583903,0.019145,0.055646,0.160424,0.361080,0.474798,3.4011,0.018418,0.111410,0.374806,1.577055,0.015058,0.039566,713
95,79.577888,59.815324,24.619781,0.058772,0.875396,0.359239,0.362383,51.1230,0.879093,0.890768,14.973216,13.945050,0.007519,0.006949,874
96,57.763918,68.567162,4.529133,0.045102,0.736357,0.383726,0.383728,22.5247,0.399292,0.399863,19.141291,19.148298,0.020302,0.020304,875
97,74.069481,54.204969,23.373896,0.058016,0.493348,0.506106,0.507419,63.8799,0.872145,0.870433,10.879479,10.984997,0.007942,0.007998,874
98,47.339405,53.687279,2.389213,0.027525,0.488334,0.335479,0.335477,31.4401,0.358603,0.359170,12.359605,12.366216,0.033665,0.033640,714
99,41.201134,45.673899,2.595526,0.058976,0.208828,0.544484,0.544479,124.1550,0.405049,0.405217,7.297520,7.298200,0.037808,0.037810,874
100,61.889703,66.547983,6.456666,0.052552,0.533339,0.423892,0.424029,0.0438,0.504349,0.504073,18.030351,18.030521,0.020821,0.020818,552
101,29.757016,39.804444,3.476847,0.057992,1.251552,0.440288,0.440338,477.3819,0.421922,0.423681,13.025619,13.036932,0.026695,0.026706,1518
102,56.804912,56.394219,6.995346,0.054643,1.405820,0.168087,0.168196,1048.2467,0.698991,0.698904,23.453348,23.455943,0.030759,0.030742,1518
103,21.582018,20.794800,3.239304,0.059491,1.234775,0.210167,0.210272,1691.2655,0.722545,0.722463,8.037100,8.038095,0.066491,0.066465,1518
104,55.647843,53.790518,15.313755,0.053685,1.457880,0.485331,0.485488,0.7037,0.685980,0.685975,23.836831,23.836566,0.010879,0.010875,713
105,48.121590,47.658354,7.013121,0.022255,0.482770,0.495889,0.496025,30.9576,0.591550,0.591541,12.986120,12.986078,0.023425,0.023420,715
106,68.774061,96.270093,8.712997,0.042217,1.495292,0.457595,0.463628,0.9216,0.417430,0.358198,32.829201,31.407558,0.010144,0.009582,391
107,76.685944,99.289369,0.169703,0.038022,0.446287,0.201664,0.263138,1118.6672,0.042342,0.208963,4.623121,14.721369,0.008735,0.010938,1518
108,77.243062,86.846092,4.948083,0.046868,0.420100,0.397251,0.400347,11.7014,0.401333,0.354767,19.359102,18.634258,0.019442,0.018567,713
109,41.489763,32.340868,13.179962,0.040812,1.040202,0.458927,0.458997,3.2921,0.804266,0.803464,11.693436,11.722439,0.014230,0.014262,714
110,51.209810,66.394904,5.420826,0.042438,0.872670,0.500661,0.500672,1.1649,0.404308,0.405533,18.533135,18.547076,0.016175,0.016187,392
111,44.208972,35.093553,9.498874,0.050205,0.140296,0.398124,0.443394,0.0061,0.952567,0.930742,1.637376,2.224459,0.014999,0.018182,552
112,62.244786,52.850486,10.343275,0.020582,0.290920,0.290235,0.291918,0.0061,0.877310,0.875454,6.821464,6.897220,0.020852,0.020966,391
113,55.395061,53.986411,7.161897,0.056166,0.712465,0.289302,0.289317,13.1257,0.652268,0.652177,17.277800,17.279210,0.027317,0.027283,1035
114,50.839369,63.475856,4.524748,0.044883,0.655160,0.494945,0.494951,16.8346,0.389584,0.390577,15.783755,15.795000,0.018832,0.018838,874
115,76.971237,61.804166,20.438251,0.039685,1.397223,0.253298,0.254468,0.3019,0.857212,0.869273,20.523154,19.329171,0.009788,0.009190,391
116,47.548145,65.902814,2.205166,0.033150,0.789665,0.403360,0.403689,0.2921,0.255117,0.257978,13.571045,13.649790,0.018846,0.018939,552
117,34.408737,25.913369,8.682084,0.025122,0.280432,0.210761,0.329702,7.4581,0.996087,0.927648,0.211665,2.527592,0.003025,0.019123,552
118,28.329630,32.539762,2.040096,0.033827,0.354632,0.508715,0.508711,0.0377,0.395009,0.395338,6.495944,6.497356,0.044865,0.044868,555
119,48.437698,56.540861,0.150045,0.027692,0.341248,0.166347,0.179650,0.0415,0.074088,0.091293,3.968176,4.655836,0.029795,0.032595,552
120,30.136104,26.972212,3.650503,0.023548,0.347815,0.198254,0.198892,6.3835,0.859293,0.858212,3.969411,3.991019,0.063384,0.063511,714
121,47.646726,40.234497,10.868560,0.040137,0.609978,0.426158,0.426175,0.1688,0.772771,0.772384,11.222880,11.233410,0.019018,0.019034,714
122,22.358728,28.162770,2.697652,0.023270,0.979061,0.499431,0.499432,0.2262,0.431004,0.431859,8.693633,8.696852,0.035565,0.035574,713
123,75.252344,55.894023,22.335235,0.052248,0.487629,0.449304,0.451700,0.0069,0.882175,0.884257,10.376990,10.254915,0.008364,0.008230,552
124,31.071261,26.303206,6.853549,0.039381,0.618661,0.397302,0.397325,0.0133,0.778552,0.778160,7.263501,7.270722,0.030609,0.030638,552
125,42.134818,43.136544,4.524567,0.021467,1.146459,0.250975,0.251067,2.1683,0.555083,0.555084,17.826428,17.826340,0.034897,0.034884,554
126,62.800975,83.314586,0.425442,0.041285,0.816348,0.192869,0.231250,1.9434,0.089883,0.078039,9.205430,8.321667,0.014824,0.012409,554
127,46.844742,50.256542,2.615682,0.030770,0.439459,0.300914,0.300910,0.2831,0.426654,0.426729,12.178849,12.179200,0.041969,0.041970,553
128,21.204272,19.623608,2.180084,0.033100,0.396027,0.197905,0.197934,0.4975,0.785106,0.784776,3.897872,3.901282,0.110611,0.110582,553
129,73.431637,81.914072,8.775855,0.051567,1.050743,0.349377,0.350123,3.2815,0.510021,0.484515,30.019575,30.006428,0.015165,0.015126,552
130,25.215217,27.130933,2.809491,0.049818,0.921578,0.322664,0.322780,3.7580,0.526586,0.526635,9.635471,9.635383,0.050964,0.050950,552
131,27.654818,24.851812,5.090989,0.045837,0.608315,0.378311,0.378315,0.0589,0.727152,0.727022,7.169156,7.170701,0.040733,0.040741,552
132,41.365804,57.521660,0.195071,0.029489,0.948085,0.190713,0.214591,840.1964,0.062748,0.094741,4.968818,6.808757,0.016060,0.019448,714
133,29.171548,25.442561,4.315753,0.027463,0.324954,0.264038,0.264581,5.4255,0.851580,0.850480,3.849906,3.869586,0.052728,0.052825,716
134,30.402416,40.366376,0.055976,0.040980,0.212327,0.314159,0.398179,1.7797,0.033945,0.080688,1.055601,2.105636,0.017121,0.027200,391
135,78.942717,61.451161,23.578424,0.058779,0.656998,0.496203,0.497226,1.8658,0.821185,0.835250,16.720692,15.869316,0.008230,0.007794,393
136,69.024324,60.778125,13.220186,0.046746,0.339243,0.521750,0.521755,23.9609,0.733291,0.735023,13.211178,13.167345,0.015666,0.015614,876
137,53.405774,58.753234,1.870334,0.050780,0.491971,0.224817,0.224818,0.4217,0.356477,0.356784,13.966196,13.970231,0.044272,0.044258,552
138,39.420754,39.334246,3.276100,0.029696,0.810655,0.195935,0.195936,0.0218,0.593719,0.593697,13.767133,13.767199,0.055776,0.055769,552
139,56.637203,51.089101,10.811531,0.026175,0.913734,0.342456,0.342455,7.6236,0.709414,0.709304,18.549596,18.552491,0.018480,0.018483,552
140,51.955366,38.253514,14.267407,0.025377,0.571246,0.175350,0.306762,0.0652,0.993535,0.949179,0.713340,4.275461,0.002638,0.010798,552
141,79.397614,73.494218,18.635980,0.030186,1.233824,0.422601,0.422818,3492.7901,0.683902,0.695143,31.375933,30.885079,0.009545,0.009390,1519
142,65.613672,73.287001,4.405876,0.036474,0.760207,0.289547,0.289741,0.0546,0.419945,0.405715,22.361800,22.182282,0.023598,0.023397,713
143,75.771749,97.096464,10.209113,0.024972,1.451038,0.442347,0.447700,53.5320,0.447904,0.389410,36.102108,35.004466,0.009797,0.009384,713
144,76.300427,63.090011,14.461798,0.049645,0.193095,0.379789,0.390938,14.9521,0.899738,0.909819,5.895414,5.467712,0.013809,0.012467,713
145,70.509727,56.255527,17.151250,0.028065,1.213374,0.215462,0.216957,0.3596,0.887574,0.884962,14.834379,15.091678,0.011413,0.011519,713
146,29.855948,37.923094,1.489532,0.040923,1.031276,0.293532,0.293568,78.3376,0.304413,0.305800,10.611100,10.632331,0.039325,0.039398,713
147,72.632032,70.795283,12.082502,0.037565,1.243239,0.300778,0.300808,13.7111,0.649258,0.652655,30.019936,29.912753,0.015218,0.015171,713
148,47.760787,43.508382,8.366430,0.040109,1.146653,0.242885,0.242913,133.0277,0.747107,0.746988,16.351225,16.354888,0.025738,0.025739,1035
149,73.974474,71.660838,13.555003,0.056259,0.860974,0.399695,0.399745,0.0237,0.656054,0.660367,25.260634,25.139577,0.013414,0.013348,552
150,27.013882,36.681678,0.260975,0.033396,0.978791,0.205709,0.213543,294.7158,0.107334,0.117910,4.937502,5.284159,0.033604,0.034908,1518
151,67.641511,76.708919,9.371613,0.055756,0.846846,0.465439,0.465767,1889.5749,0.512244,0.497595,24.821090,24.832389,0.013763,0.013760,1518
152,29.100493,26.720231,3.227893,0.049758,0.447885,0.163413,0.163789,935.4263,0.850538,0.848224,4.529955,4.577219,0.073087,0.073130,1518
153,54.193381,66.859517,8.513413,0.033683,1.327472,0.478503,0.478509,1.1247,0.490341,0.490920,24.902427,24.903302,0.013349,0.013349,391
154,26.637904,34.429934,0.622350,0.035891,0.278484,0.468918,0.470289,2.5614,0.191386,0.194778,3.831709,3.873025,0.041352,0.041549,714
155,28.995046,24.949540,7.634072,0.048801,1.111154,0.406459,0.406501,1137.1767,0.755379,0.755136,9.600257,9.605170,0.025284,0.025290,1519
156,61.636907,66.562134,2.154679,0.033828,0.452519,0.222639,0.222637,10.2342,0.368360,0.368208,15.632374,15.630055,0.040842,0.040828,875
157,74.507034,82.581678,10.406618,0.038480,0.661192,0.528913,0.529675,452.6965,0.513941,0.492635,24.154933,24.165605,0.012442,0.012430,1357
158,29.201084,32.423742,0.862127,0.044458,0.808244,0.157244,0.157251,614.7447,0.338831,0.339458,9.606466,9.613143,0.088644,0.088547,1518
159,72.327435,97.821611,7.504566,0.047866,0.891186,0.519000,0.528319,1.8429,0.388116,0.321443,26.161017,24.462765,0.010812,0.009931,391
160,62.434318,50.370592,15.915189,0.044269,0.906804,0.319652,0.319908,93.1948,0.838776,0.837855,14.538025,14.593314,0.012867,0.012900,874
161,64.186654,86.912383,1.184245,0.038034,1.395796,0.195295,0.203873,85.7816,0.166463,0.128304,18.931924,15.903709,0.016857,0.013586,874
162,79.090472,101.807522,2.287257,0.056834,0.274528,0.497959,0.534476,3.2061,0.218435,0.141712,12.219794,9.302138,0.014290,0.010146,553
163,51.130283,56.953655,2.818025,0.022190,0.658604,0.284079,0.284077,0.2370,0.386217,0.386439,15.875953,15.878446,0.032458,0.032458,392
164,68.171207,47.940884,21.821392,0.035927,0.566899,0.364958,0.380072,1189.4084,0.932242,0.922043,6.720885,7.521831,0.006990,0.007504,1518
165,75.191337,70.863489,10.866332,0.049500,0.585734,0.330887,0.331074,238.7809,0.682678,0.694338,20.506559,20.176296,0.018714,0.018419,1196
166,33.476289,34.035600,2.409704,0.027055,0.297200,0.349347,0.349525,0.1028,0.520115,0.520124,7.271418,7.271410,0.062494,0.062463,552
167,45.135527,60.499305,1.769629,0.043224,0.607351,0.402906,0.403239,0.0909,0.244340,0.246700,11.041836,11.098756,0.022149,0.022245,552
168,20.785667,24.204414,0.201683,0.058443,0.349250,0.209465,0.210480,3.3313,0.157855,0.159763,2.962475,2.986174,0.093730,0.094041,713
169,44.877447,34.095406,15.278209,0.040088,1.495624,0.388154,0.388321,10.1533,0.827030,0.825998,14.042982,14.096773,0.012011,0.012051,714
170,24.024589,29.429456,0.196618,0.055922,0.393868,0.232056,0.236555,1.6698,0.121147,0.126867,3.036402,3.137533,0.057558,0.058472,714
171,31.441263,22.813302,9.370410,0.042594,0.760894,0.176283,0.288903,44.9916,0.991195,0.948886,0.653944,2.994476,0.004932,0.016070,714
172,66.531657,67.682800,7.923698,0.037631,0.834146,0.310305,0.310417,1.4165,0.576102,0.574947,23.799087,23.812287,0.020772,0.020776,552
173,53.578420,43.327163,13.083459,0.054471,0.354699,0.528446,0.528579,0.4368,0.814211,0.813461,8.540119,8.561560,0.015872,0.015907,552
174,42.398559,37.714420,6.599533,0.036349,1.001599,0.160155,0.160476,0.2094,0.850294,0.848445,9.880550,9.963142,0.034265,0.034287,713
175,29.369156,35.277659,1.151038,0.021084,1.022494,0.238789,0.238810,6.0802,0.291454,0.292240,10.189425,10.202002,0.048383,0.048435,713
176,33.864488,39.632454,0.594743,0.024164,0.127595,0.469966,0.470574,1.2884,0.201972,0.203070,3.406560,3.417592,0.049537,0.049603,713
177,30.712680,35.532183,0.606929,0.023978,0.433456,0.247269,0.247398,11.0674,0.226586,0.227236,6.088498,6.098218,0.060223,0.060284,713
178,63.336016,82.272695,6.851926,0.035887,1.262308,0.417234,0.418341,1.2285,0.410213,0.382824,27.666505,27.154732,0.013095,0.012819,391
179,32.299058,29.237217,4.966525,0.020520,1.354870,0.184203,0.184213,2.1971,0.758467,0.758301,11.728065,11.732190,0.045045,0.045052,391
180,32.473175,23.334332,9.563215,0.043322,0.354010,0.318570,0.382144,0.0487,0.972525,0.936315,1.221959,2.441706,0.010275,0.016280,552
181,73.560303,93.584189,1.652253,0.030377,0.578544,0.301877,0.318274,111.4934,0.195673,0.136490,15.458655,12.243548,0.016358,0.012271,1197
182,55.417697,49.191216,12.086268,0.036376,0.973808,0.370819,0.370828,0.3011,0.727567,0.727422,18.163113,18.167504,0.016378,0.016381,554
183,46.167592,41.833657,8.747893,0.050544,1.427835,0.206045,0.206187,280.5980,0.792923,0.792631,15.768212,15.781200,0.025146,0.025139,554
184,72.108079,75.079064,11.586454,0.051994,1.352373,0.320085,0.320269,0.9578,0.605092,0.598842,32.285999,32.421137,0.014344,0.014394,391
185,21.348158,18.958748,3.803391,0.045339,0.858288,0.253155,0.253199,383.8105,0.785032,0.784751,5.778366,5.782655,0.058353,0.058364,1519
186,28.361364,36.428788,1.151911,0.041028,1.478163,0.218672,0.218731,0.1659,0.280772,0.282561,11.622822,11.658220,0.044704,0.044820,553
