tick,S,K,C,r,T,ref_iv,fpga_iv,iv_err_bps,ref_delta,fpga_delta,ref_vega,fpga_vega,ref_gamma,fpga_gamma,latency_cyc
337,1.005788,1.000000,0.010618,0.052500,0.025080,0.101928,0.103398,747.0126,0.672630,0.610380,0.057498,0.061096,22.234355,-1.629671,391
338,1.005127,1.000000,0.010138,0.052500,0.025080,0.101236,0.102315,385.6097,0.658771,0.605008,0.058405,0.061290,22.769299,-0.886676,391
339,1.004466,1.000000,0.009593,0.052500,0.025080,0.099288,0.100080,279.1059,0.646180,0.599695,0.059151,0.061469,23.543792,0.034327,391
340,1.003807,1.000000,0.009192,0.052500,0.025080,0.099634,0.100135,139.2193,0.630113,0.592482,0.060016,0.061707,23.836045,0.815371,391
341,1.003148,1.000000,0.008661,0.052500,0.025080,0.097639,0.097965,90.4816,0.616450,0.585716,0.060658,0.061909,24.615788,1.922288,391
342,1.002490,1.000000,0.008282,0.052500,0.025080,0.097976,0.098166,3.6016,0.599838,0.576820,0.061342,0.062158,24.840244,-1.163735,230
343,1.001834,1.000000,0.007772,0.052500,0.025080,0.096016,0.096109,8.0982,0.584987,0.568073,0.061853,0.062371,25.592057,0.160861,230
344,1.001177,1.000000,0.007367,0.052500,0.025080,0.095594,0.095630,17.2684,0.568390,0.557353,0.062321,0.062598,25.933674,1.367795,230
345,1.000522,1.000000,0.006963,0.052500,0.025080,0.095000,0.095008,33.0243,0.551616,0.545398,0.062682,0.062802,26.281007,-1.296516,230
346,0.999868,1.000000,0.006553,0.052500,0.025080,0.094131,0.094127,55.6769,0.534631,0.531994,0.062932,0.062967,26.664583,0.211215,391
347,0.999214,1.000000,0.006203,0.052500,0.025080,0.094020,0.094026,63.6175,0.517185,0.516682,0.063071,0.063074,26.789748,1.645871,391
348,0.998562,1.000000,0.005833,0.052500,0.025080,0.093417,0.093417,42.6183,0.499644,0.499602,0.063088,0.063088,27.005115,-0.694721,391
349,0.997910,1.000000,0.005483,0.052500,0.025080,0.092944,0.092940,44.6507,0.481921,0.480286,0.062982,0.062970,27.132563,1.022545,391
350,0.997259,1.000000,0.005068,0.052500,0.025080,0.091245,0.091245,48.5102,0.463506,0.457850,0.062742,0.062654,27.568169,-0.728217,230
351,0.996609,1.000000,0.004772,0.052500,0.025080,0.091227,0.091265,59.0627,0.445609,0.433462,0.062378,0.062087,27.449801,0.943286,230
352,0.995960,1.000000,0.004456,0.052500,0.025080,0.090706,0.090833,68.6671,0.427399,0.405779,0.061879,0.061160,27.422147,-1.212914,230
353,0.995311,1.000000,0.004082,0.052500,0.025080,0.089030,0.089390,81.8525,0.407919,0.372700,0.061200,0.059653,27.667897,1.074308,230
354,0.994664,1.000000,0.003826,0.052500,0.025080,0.089062,0.089872,96.5238,0.390140,0.339212,0.060444,0.057665,27.351462,-1.725582,230
355,0.994017,1.000000,0.003498,0.052500,0.025080,0.087702,0.089429,113.4170,0.370576,0.298679,0.059466,0.054623,27.362198,-0.306446,230
356,0.993371,1.000000,0.003249,0.052500,0.025080,0.087437,0.090739,133.4493,0.352599,0.258263,0.058426,0.050850,27.000136,-0.176836,230
357,0.992726,1.000000,0.003006,0.052500,0.025080,0.087078,0.091929,156.1599,0.334679,0.226121,0.057254,0.047283,26.601807,-1.739695,230
358,0.992082,1.000000,0.002758,0.052500,0.025080,0.086392,0.092298,191.4908,0.316332,0.202249,0.055912,0.044281,26.219133,-0.121970,230
359,0.991438,1.000000,0.002490,0.052500,0.025080,0.085115,0.091982,232.7190,0.296850,0.179950,0.054330,0.041193,25.892750,1.419713,230
360,0.990796,1.000000,0.002281,0.052500,0.025080,0.084668,0.092853,285.0507,0.279370,0.159333,0.052761,0.038077,25.310615,-1.068346,230
361,0.990154,1.000000,0.002079,0.052500,0.025080,0.084118,0.093770,451.4100,0.261977,0.140351,0.051061,0.034970,24.687272,0.444434,230
362,0.989513,1.000000,0.001890,0.052500,0.025080,0.083588,0.094930,668.5920,0.245002,0.123051,0.049263,0.031924,24.000013,-1.999665,230
363,0.988873,1.000000,0.001714,0.052500,0.025080,0.083084,0.096429,762.7299,0.228515,0.107438,0.047380,0.028987,23.252861,-0.361367,230
364,0.988234,1.000000,0.001538,0.052500,0.025080,0.082330,0.097946,827.9492,0.211778,0.093517,0.045328,0.026207,22.478323,1.399648,230
365,0.987596,1.000000,0.001408,0.052500,0.025080,0.082341,0.101490,868.1580,0.197742,0.081307,0.043488,0.023640,21.590866,-0.671354,230
366,0.986958,1.000000,0.001265,0.052500,0.025080,0.081831,0.105103,34.5844,0.182752,0.070834,0.041405,0.021346,20.711609,1.475502,391
367,0.986321,1.000000,0.001123,0.052500,0.025080,0.081055,0.109560,31.7887,0.167525,0.062196,0.039156,0.019406,19.799864,-0.091903,391
368,0.985050,1.000000,0.000902,0.052500,0.025080,0.080398,0.125539,24.9298,0.141581,0.051024,0.034987,0.017018,17.882281,1.985909,391
369,0.983782,1.000000,0.000714,0.052500,0.025080,0.079684,0.146543,18.7314,0.118002,0.049801,0.030799,0.017691,15.923538,-1.423025,391
370,0.983150,1.000000,0.000630,0.052500,0.025080,0.079249,0.155522,11.2079,0.106960,0.054022,0.028692,0.019780,14.935087,0.319054,391
371,0.982518,1.000000,0.000546,0.052500,0.025080,0.078526,0.161321,479.2151,0.095756,0.062359,0.026453,0.023517,13.914065,-0.573228,552
372,0.981257,1.000000,0.000424,0.052500,0.025080,0.077979,0.164795,278.7577,0.077894,0.095173,0.022640,0.037988,12.023067,-0.537823,552
373,0.979999,1.000000,0.000321,0.052500,0.025080,0.077240,0.160651,834.1103,0.062031,0.158368,0.018975,0.066722,10.199180,-0.598407,230
374,0.978744,1.000000,0.000246,0.052500,0.025080,0.077002,0.300000,2229.9801,0.049696,0.000000,0.015908,0.000000,8.599260,0.000000,230
375,0.977492,1.000000,0.000189,0.052500,0.025080,0.076849,0.300000,2231.5101,0.039523,0.000000,0.013210,0.000000,7.173385,0.000000,230
376,0.976868,1.000000,0.000169,0.052500,0.025080,0.077183,0.300000,2228.1701,0.035859,0.000000,0.012194,0.000000,6.601339,0.000000,230
377,0.976244,1.000000,0.000147,0.052500,0.025080,0.077062,0.300000,2229.3801,0.031721,0.000000,0.011017,0.000000,5.980932,0.000000,230
378,0.974999,1.000000,0.000112,0.052500,0.025080,0.077050,0.300000,2229.5001,0.024940,0.000000,0.009006,0.000000,4.902776,0.000000,230
379,0.973757,1.000000,0.000089,0.052500,0.025080,0.077724,0.300000,2222.7601,0.020308,0.000000,0.007564,0.000000,4.092335,0.000000,230
380,0.972518,1.000000,0.000073,0.052500,0.025080,0.078716,0.300000,2212.8401,0.016852,0.000000,0.006445,0.000000,3.451723,0.000000,230
381,1.061665,1.000000,0.063160,0.052500,0.027818,0.141168,0.259075,148.9689,0.995542,0.818077,0.002311,0.046775,0.522156,-0.454996,230
382,1.057992,1.000000,0.059516,0.052500,0.027818,0.143724,0.236900,139.1281,0.992337,0.833827,0.003724,0.044007,0.832166,-0.172463,230
383,1.047122,1.000000,0.048795,0.052500,0.027818,0.143172,0.178969,108.2364,0.977324,0.888969,0.009403,0.033093,2.153328,0.585177,230
384,1.043548,1.000000,0.045345,0.052500,0.027818,0.145364,0.170219,96.8187,0.966416,0.889171,0.013000,0.032937,2.952198,0.961630,230
385,1.036473,1.000000,0.038461,0.052500,0.027818,0.138506,0.182870,87.7902,0.947975,0.767325,0.018401,0.052830,4.445780,1.565045,230
386,1.032972,1.000000,0.035142,0.052500,0.027818,0.137224,0.166633,76.0955,0.932234,0.781229,0.022561,0.050848,5.539035,-1.645282,230
387,1.030187,1.000000,0.032244,0.052500,0.027818,0.123748,0.147586,65.9616,0.936001,0.799976,0.021525,0.048107,5.891809,-0.833678,230
388,1.026039,1.000000,0.028349,0.052500,0.027818,0.121303,0.129613,56.8544,0.911951,0.833689,0.027340,0.042701,7.696281,0.548211,230
389,1.022607,1.000000,0.025311,0.052500,0.027818,0.122562,0.126175,48.1840,0.880062,0.824408,0.034106,0.044061,9.566128,1.754127,230
390,1.021924,1.000000,0.024679,0.052500,0.027818,0.121637,0.124803,39.8514,0.875158,0.822019,0.035055,0.044410,9.920432,-1.970476,230
391,1.020559,1.000000,0.023465,0.052500,0.027818,0.120840,0.123160,33.4611,0.862648,0.815571,0.037396,0.045349,10.681299,-1.389909,230
392,1.019199,1.000000,0.022200,0.052500,0.027818,0.118293,0.120036,27.1471,0.852625,0.810114,0.039169,0.046112,11.459128,-0.735829,230
393,1.015813,1.000000,0.019276,0.052500,0.027818,0.115948,0.130845,20.9109,0.814999,0.648644,0.045224,0.062842,13.588235,-0.383106,230
394,1.015138,1.000000,0.018606,0.052500,0.027818,0.113272,0.127185,16.2985,0.811121,0.647744,0.045778,0.062858,14.098260,-0.098931,230
395,1.013792,1.000000,0.017553,0.052500,0.027818,0.113817,0.124641,12.7599,0.790452,0.643821,0.048669,0.063023,14.956532,0.413700,230
396,1.013120,1.000000,0.016972,0.052500,0.027818,0.112736,0.122418,9.0775,0.782394,0.642087,0.049718,0.063088,15.445909,0.719420,230
397,1.012449,1.000000,0.016331,0.052500,0.027818,0.110392,0.119171,6.6582,0.776521,0.640692,0.050449,0.063132,16.027040,1.076919,230
398,1.011779,1.000000,0.015804,0.052500,0.027818,0.110192,0.117802,4.2911,0.766025,0.638357,0.051732,0.063231,16.486162,1.403622,230
399,1.011110,1.000000,0.015258,0.052500,0.027818,0.109488,0.116084,2.7909,0.756203,0.636027,0.052874,0.063327,16.980849,1.764578,230
400,1.010442,1.000000,0.014706,0.052500,0.027818,0.108553,0.114238,1.7072,0.746476,0.633594,0.053951,0.063427,17.499255,-1.842943,230
401,1.009774,1.000000,0.014174,0.052500,0.027818,0.107877,0.112695,0.7208,0.735902,0.630826,0.055068,0.063542,17.997069,-1.432041,230
402,1.009108,1.000000,0.013683,0.052500,0.027818,0.107793,0.111778,0.3477,0.723916,0.627544,0.056267,0.063682,18.427742,-1.017842,230
403,1.008442,1.000000,0.013127,0.052500,0.027818,0.106419,0.109765,0.0962,0.713890,0.624557,0.057208,0.063802,19.002680,-0.519847,230
404,1.007777,1.000000,0.012617,0.052500,0.027818,0.105745,0.108460,0.0557,0.702250,0.620947,0.058242,0.063949,19.495180,-0.016283,230
405,1.007113,1.000000,0.012200,0.052500,0.027818,0.106505,0.108596,0.0437,0.687977,0.616276,0.059427,0.064144,19.776028,0.443333,230
406,1.006450,1.000000,0.011705,0.052500,0.027818,0.105786,0.107416,0.0346,0.675809,0.611929,0.060354,0.064314,20.247715,1.016668,230
407,1.005788,1.000000,0.011118,0.052500,0.027818,0.103439,0.104715,0.0194,0.665607,0.607994,0.061071,0.064456,20.980617,1.747714,230
408,1.005127,1.000000,0.010703,0.052500,0.027818,0.103771,0.104679,0.1117,0.651178,0.602188,0.062018,0.064673,21.265729,-1.657054,230
409,1.004466,1.000000,0.010184,0.052500,0.027818,0.102272,0.102938,0.7868,0.638860,0.596764,0.062744,0.064859,21.859004,-0.867632,230
410,1.003807,1.000000,0.009783,0.052500,0.027818,0.102522,0.102951,2.0308,0.624065,0.589829,0.063535,0.065091,22.109287,-0.175689,230
411,1.003148,1.000000,0.009331,0.052500,0.027818,0.101800,0.102079,4.8818,0.610122,0.582682,0.064188,0.065309,22.524631,0.662911,230
412,1.002490,1.000000,0.008879,0.052500,0.027818,0.100942,0.101113,10.2023,0.595962,0.574816,0.064764,0.065527,22.950147,1.587033,230
413,1.001834,1.000000,0.008453,0.052500,0.027818,0.100350,0.100422,19.5532,0.581244,0.565953,0.065273,0.065747,23.297357,-1.446495,230
414,1.001177,1.000000,0.007963,0.052500,0.027818,0.098617,0.098652,36.3260,0.566929,0.556501,0.065677,0.065947,23.884644,-0.225413,230
415,1.000522,1.000000,0.007611,0.052500,0.027818,0.098833,0.098843,56.1913,0.551128,0.545151,0.066025,0.066146,23.990361,0.771965,230
416,0.999868,1.000000,0.007207,0.052500,0.027818,0.098102,0.098096,67.9919,0.535603,0.532882,0.066264,0.066303,24.288301,-1.989754,230
417,0.999214,1.000000,0.006765,0.052500,0.027818,0.096629,0.096633,81.6127,0.519903,0.519210,0.066403,0.066409,24.742478,-0.491392,230
418,0.997910,1.000000,0.005992,0.052500,0.027818,0.094890,0.094887,93.9096,0.487232,0.486260,0.066365,0.066360,25.247418,-1.426132,230
419,0.997259,1.000000,0.005701,0.052500,0.027818,0.095206,0.095204,109.7217,0.470925,0.467105,0.066179,0.066130,25.126100,-0.139263,230
420,0.996609,1.000000,0.005293,0.052500,0.027818,0.093581,0.093592,130.8397,0.453721,0.444722,0.065866,0.065675,25.474457,1.831043,230
421,0.995960,1.000000,0.004958,0.052500,0.027818,0.092870,0.092949,148.5475,0.436698,0.420142,0.065433,0.064937,25.533960,-0.480207,230
422,0.995311,1.000000,0.004648,0.052500,0.027818,0.092386,0.092589,443.6409,0.419752,0.392996,0.064882,0.063829,25.484588,1.080588,391
423,0.994664,1.000000,0.004340,0.052500,0.027818,0.091727,0.092215,294.0925,0.402595,0.362752,0.064200,0.062226,25.431261,-1.427743,391
424,0.994017,1.000000,0.004038,0.052500,0.027818,0.090988,0.092008,238.3835,0.385289,0.329194,0.063386,0.059980,25.345701,-0.147985,391
425,0.993371,1.000000,0.003762,0.052500,0.027818,0.090477,0.092432,83.0962,0.368275,0.293274,0.062460,0.057010,25.149129,0.612108,391
426,0.992726,1.000000,0.003481,0.052500,0.027818,0.089674,0.093307,36.1334,0.350859,0.253836,0.061383,0.053039,24.968923,0.847654,391
427,0.992082,1.000000,0.003219,0.052500,0.027818,0.088994,0.094613,31.6642,0.333679,0.219496,0.060188,0.048928,24.702004,-0.258712,391
428,0.991438,1.000000,0.002983,0.052500,0.027818,0.088554,0.095353,23.2042,0.317069,0.197182,0.058905,0.045900,24.327364,1.572455,391
429,0.990796,1.000000,0.002767,0.052500,0.027818,0.088258,0.096419,17.4259,0.300975,0.176361,0.057541,0.042809,23.874588,-0.647541,391
430,0.990154,1.000000,0.002519,0.052500,0.027818,0.087193,0.096584,175.6965,0.283425,0.156993,0.055918,0.039689,23.515028,1.105361,230
431,0.989513,1.000000,0.002311,0.052500,0.027818,0.086606,0.097578,245.3163,0.267136,0.139132,0.054277,0.036588,23.009364,-1.133629,230
432,0.988873,1.000000,0.002147,0.052500,0.027818,0.086665,0.099749,361.7497,0.252760,0.122788,0.052716,0.033549,22.361335,0.666638,230
433,0.988234,1.000000,0.001933,0.052500,0.027818,0.085533,0.100388,541.0617,0.235712,0.107961,0.050735,0.030614,21.834278,-1.462369,230
434,0.987596,1.000000,0.001776,0.052500,0.027818,0.085324,0.102894,640.8569,0.221432,0.094658,0.048953,0.027827,21.146187,0.512415,230
435,0.986321,1.000000,0.001458,0.052500,0.027818,0.084151,0.108683,734.4067,0.192079,0.072666,0.044940,0.022892,19.734139,0.918259,230
436,0.985050,1.000000,0.001192,0.052500,0.027818,0.083239,0.119414,847.8448,0.165319,0.057256,0.040834,0.019257,18.174384,-1.731619,230
437,0.983782,1.000000,0.000972,0.052500,0.027818,0.082564,0.136670,855.3486,0.141319,0.049467,0.036754,0.017702,16.534620,1.150122,230
438,0.983150,1.000000,0.000868,0.052500,0.027818,0.082064,0.146150,807.3367,0.129652,0.049050,0.034624,0.018083,15.691462,1.450415,230
439,0.982518,1.000000,0.000778,0.052500,0.027818,0.081707,0.155148,2201.0201,0.118958,0.051461,0.032580,0.019531,14.848715,-1.453519,230
440,0.981257,1.000000,0.000635,0.052500,0.027818,0.081584,0.166368,2200.4301,0.100906,0.067042,0.028912,0.026910,13.230730,0.093337,230
441,0.979999,1.000000,0.000494,0.052500,0.027818,0.080593,0.166128,2201.7401,0.082614,0.102354,0.024896,0.043334,11.562780,0.440399,230
442,0.978744,1.000000,0.000394,0.052500,0.027818,0.080366,0.161100,2199.3401,0.068475,0.166661,0.021549,0.074243,10.062333,-0.278413,230
443,0.977492,1.000000,0.000307,0.052500,0.027818,0.079898,0.300000,2196.1501,0.055685,0.000000,0.018314,0.000000,8.623933,0.000000,230
444,0.976868,1.000000,0.000275,0.052500,0.027818,0.079957,0.300000,2196.9901,0.050626,0.000000,0.016971,0.000000,7.995844,0.000000,230
445,0.976244,1.000000,0.000243,0.052500,0.027818,0.079826,0.300000,2186.7701,0.045562,0.000000,0.015589,0.000000,7.365863,0.000000,230
446,0.974999,1.000000,0.000195,0.052500,0.027818,0.080066,0.300000,2171.0201,0.037541,0.000000,0.013307,0.000000,6.285152,0.000000,230
447,0.973757,1.000000,0.000156,0.052500,0.027818,0.080385,0.300000,2176.4301,0.030886,0.000000,0.011320,0.000000,5.338999,0.000000,230
448,0.972518,1.000000,0.000121,0.052500,0.027818,0.080301,0.300000,2165.1101,0.024710,0.000000,0.009388,0.000000,4.443450,0.000000,230
449,0.971282,1.000000,0.000102,0.052500,0.027818,0.081323,0.300000,1179.0716,0.020984,0.000000,0.008169,0.000000,3.827994,0.000000,552
450,0.970665,1.000000,0.000102,0.052500,0.027818,0.082898,0.300000,931.7615,0.020632,0.000000,0.008048,0.000000,3.704112,0.000000,552
451,0.970049,1.000000,0.000086,0.052500,0.027818,0.082357,0.300000,357.9691,0.017839,0.000000,0.007107,0.000000,3.296930,0.000000,552
452,0.968820,1.000000,0.000073,0.052500,0.027818,0.083489,0.300000,248.5477,0.015271,0.000000,0.006214,0.000000,2.850709,0.000000,552
453,1.317929,1.000000,0.327621,0.052500,0.030555,1.127049,1.175433,623.4592,0.934211,0.913817,0.029485,0.036343,0.492928,0.547824,391
454,1.312273,1.000000,0.321820,0.052500,0.030555,1.109488,1.155766,656.3846,0.934031,0.910910,0.029420,0.037076,0.503954,0.563711,391
455,1.282549,1.000000,0.292181,0.052500,0.030555,1.044290,1.083997,546.3993,0.928307,0.893787,0.030659,0.041157,0.584128,0.655094,391
456,1.280400,1.000000,0.302856,0.052500,0.030555,1.370212,1.379234,517.7051,0.876656,0.858712,0.045645,0.050139,0.665013,0.667280,391
457,1.279329,1.000000,0.299289,0.052500,0.030555,1.311444,1.326804,491.7694,0.884188,0.858010,0.043624,0.050265,0.665161,0.670077,391
458,1.278259,1.000000,0.300727,0.052500,0.030555,1.364693,1.373933,449.2039,0.875982,0.857306,0.045743,0.050391,0.671377,0.672881,391
459,1.265561,1.000000,0.278046,0.052500,0.030555,1.088801,1.111214,444.6765,0.910046,0.882560,0.035911,0.043616,0.673937,0.712997,391
460,1.204727,1.000000,0.214444,0.052500,0.030555,0.853799,0.878500,392.0678,0.908789,0.868820,0.034538,0.044845,0.912180,0.972783,391
461,1.191581,1.000000,0.201325,0.052500,0.030555,0.819432,0.832041,354.6545,0.904313,0.888060,0.035392,0.039697,0.995538,1.034387,391
462,1.171493,1.000000,0.174238,0.052500,0.030555,0.492000,0.595923,355.5301,0.971418,0.886347,0.013384,0.039450,0.648724,1.174186,391
463,1.167021,1.000000,0.186992,0.052500,0.030555,0.984229,0.985381,329.9033,0.839671,0.836124,0.049701,0.050418,1.213464,1.212273,391
464,1.155554,1.000000,0.165465,0.052500,0.030555,0.723043,0.729652,314.0208,0.888733,0.880534,0.038295,0.040307,1.298094,1.317775,391
465,1.154681,1.000000,0.164585,0.052500,0.030555,0.720310,0.745645,278.6352,0.888382,0.832707,0.038352,0.050555,1.306950,1.319193,391
466,1.134123,1.000000,0.139258,0.052500,0.030555,0.520216,0.540923,251.7747,0.926077,0.889517,0.027755,0.037432,1.357509,1.532681,391
467,1.132443,1.000000,0.142578,0.052500,0.030555,0.659738,0.663432,213.9403,0.874945,0.865365,0.040762,0.042913,1.576735,1.590452,391
468,1.129932,1.000000,0.140089,0.052500,0.030555,0.652546,0.655974,206.6172,0.873281,0.864798,0.041048,0.042941,1.612461,1.624576,391
469,1.120820,1.000000,0.126488,0.052500,0.030555,0.502080,0.536261,240.6537,0.913367,0.839440,0.030924,0.047783,1.604604,1.752119,552
470,1.116726,1.000000,0.119671,0.052500,0.030555,0.380925,0.446969,1017.2800,0.956865,0.860763,0.017882,0.043298,1.231963,1.828532,552
471,1.109433,1.000000,0.112765,0.052500,0.030555,0.382721,0.419594,121.8748,0.946271,0.880141,0.021178,0.038787,1.471322,1.934467,552
472,1.095128,1.000000,0.105888,0.052500,0.030555,0.553539,0.564128,804.9628,0.842335,0.793003,0.046130,0.054703,2.274158,-1.865846,552
473,1.081952,1.000000,0.087834,0.052500,0.030555,0.393611,0.400184,677.6131,0.885420,0.850581,0.036615,0.043989,2.600657,-1.326106,552
474,1.075861,1.000000,0.087136,0.052500,0.030555,0.496101,0.496530,16.3560,0.817281,0.810681,0.049813,0.050921,2.839033,-1.183660,552
475,1.072088,1.000000,0.076052,0.052500,0.030555,0.306172,0.314442,612.9431,0.912667,0.882269,0.029758,0.037013,2.767527,-1.005007,552
476,1.063882,1.000000,0.068191,0.052500,0.030555,0.292471,0.316536,940.9067,0.897635,0.802554,0.033198,0.051661,3.282095,-0.662456,552
477,1.062403,1.000000,0.064065,0.052500,0.030555,0.144623,0.246351,0.9525,0.993255,0.827194,0.003502,0.047490,0.702135,-0.477116,552
478,1.058724,1.000000,0.063296,0.052500,0.030555,0.283939,0.296126,416.9575,0.886260,0.819157,0.035641,0.048705,3.664989,-0.274979,552
479,1.057992,1.000000,0.059668,0.052500,0.030555,0.139577,0.220073,183.3644,0.991540,0.848215,0.004258,0.043467,0.891867,-0.166412,391
480,1.057260,1.000000,0.058997,0.052500,0.030555,0.149522,0.217283,170.4275,0.986266,0.851708,0.006487,0.042769,1.270223,-0.116636,391
481,1.056529,1.000000,0.064679,0.052500,0.030555,0.361035,0.362671,130.0070,0.823376,0.799614,0.047886,0.051763,3.888724,-0.224619,391
482,1.055071,1.000000,0.056791,0.052500,0.030555,0.142133,0.203427,112.6763,0.987281,0.865253,0.006058,0.040004,1.253116,0.020327,391
483,1.054343,1.000000,0.055952,0.052500,0.030555,0.101567,0.195658,392.0202,0.998965,0.871364,0.000641,0.038721,0.185716,0.055183,552
484,1.052167,1.000000,0.064831,0.052500,0.030555,0.430350,0.430445,364.1666,0.768807,0.763374,0.056009,0.056732,3.847480,-0.206546,552
485,1.051443,1.000000,0.053226,0.052500,0.030555,0.143047,0.184743,326.7890,0.981366,0.888628,0.008380,0.034902,1.734176,0.186897,552
486,1.050720,1.000000,0.052522,0.052500,0.030555,0.143658,0.182860,327.2863,0.979655,0.888736,0.009023,0.034854,1.861834,0.246369,552
487,1.049999,1.000000,0.051827,0.052500,0.030555,0.144800,0.181217,456.1903,0.977443,0.888728,0.009838,0.034832,2.016948,0.308247,552
488,1.049278,1.000000,0.051153,0.052500,0.030555,0.147587,0.180266,438.8948,0.973788,0.888348,0.011153,0.034892,2.246389,0.374851,552
489,1.048558,1.000000,0.050418,0.052500,0.030555,0.144536,0.177265,385.4439,0.974583,0.889090,0.010862,0.034704,2.236967,0.434162,552
490,1.047840,1.000000,0.049541,0.052500,0.030555,0.123803,0.169422,297.8211,0.987593,0.892583,0.005888,0.033897,1.417725,0.470446,552
491,1.047122,1.000000,0.048829,0.052500,0.030555,0.123228,0.167117,224.3667,0.986888,0.893050,0.006173,0.033769,1.495193,0.534492,552
492,1.046405,1.000000,0.048152,0.052500,0.030555,0.127431,0.165975,225.1554,0.982978,0.892865,0.007720,0.033787,1.810776,0.606603,552
493,1.045689,1.000000,0.047544,0.052500,0.030555,0.137334,0.167116,198.3734,0.973802,0.891317,0.011110,0.034112,2.421258,0.693776,552
494,1.044975,1.000000,0.046979,0.052500,0.030555,0.147124,0.169561,105.8946,0.962938,0.888889,0.014792,0.034630,3.013260,0.790784,713
495,1.044261,1.000000,0.046243,0.052500,0.030555,0.143844,0.166360,65.7274,0.963976,0.889904,0.014442,0.034381,3.013228,0.858834,713
496,1.043548,1.000000,0.045590,0.052500,0.030555,0.146013,0.165850,4.2870,0.959570,0.889238,0.015856,0.034505,3.263601,0.944640,713
497,1.042836,1.000000,0.044864,0.052500,0.030555,0.143246,0.205592,82.7010,0.960087,0.754564,0.015681,0.057358,3.294277,0.544313,713
498,1.042125,1.000000,0.044042,0.052500,0.030555,0.133841,0.199479,128.3137,0.967405,0.757256,0.013275,0.056979,2.988998,0.659368,230
499,1.041416,1.000000,0.043535,0.052500,0.030555,0.145100,0.199740,119.1575,0.953121,0.757676,0.017832,0.056887,3.708431,0.747154,230
500,1.040707,1.000000,0.042852,0.052500,0.030555,0.144647,0.196418,104.1972,0.950949,0.759517,0.018477,0.056613,3.859972,0.856811,230
501,1.039999,1.000000,0.042163,0.052500,0.030555,0.143772,0.192949,95.8691,0.949181,0.761521,0.018994,0.056317,3.997415,0.971731,230
502,1.038586,1.000000,0.040761,0.052500,0.030555,0.140527,0.185447,85.2109,0.947259,0.766129,0.019536,0.055639,4.217909,1.219379,230
503,1.037881,1.000000,0.040007,0.052500,0.030555,0.136075,0.180543,74.9491,0.949753,0.769152,0.018785,0.055201,4.194164,1.357752,230
504,1.037176,1.000000,0.039417,0.052500,0.030555,0.139878,0.179085,64.9240,0.941875,0.770792,0.021066,0.054944,4.581786,1.482098,230
505,1.036473,1.000000,0.038786,0.052500,0.030555,0.141274,0.176739,56.1768,0.936740,0.772947,0.022493,0.054615,4.850367,1.616930,230
506,1.035771,1.000000,0.038001,0.052500,0.030555,0.135528,0.171081,46.4242,0.940987,0.776848,0.021289,0.054045,4.791942,1.777859,230
507,1.035070,1.000000,0.037326,0.052500,0.030555,0.134758,0.167748,39.9144,0.938604,0.779837,0.021944,0.053594,4.974403,1.931290,230
508,1.034369,1.000000,0.036610,0.052500,0.030555,0.132112,0.163514,34.0763,0.938742,0.783497,0.021891,0.053043,5.068574,-1.902774,230
509,1.033670,1.000000,0.035984,0.052500,0.030555,0.133355,0.161219,28.4217,0.933334,0.786358,0.023364,0.052599,5.366356,-1.742154,230
510,1.032972,1.000000,0.035324,0.052500,0.030555,0.132989,0.158166,22.2627,0.930041,0.789842,0.024233,0.052061,5.588967,-1.569643,230
511,1.032274,1.000000,0.034740,0.052500,0.030555,0.135437,0.156831,18.0670,0.922386,0.792583,0.026217,0.051625,5.945296,-1.400390,230
512,1.031578,1.000000,0.033974,0.052500,0.030555,0.130706,0.151368,13.9255,0.925400,0.798004,0.025422,0.050784,5.981550,-1.197731,230
513,1.030882,1.000000,0.033311,0.052500,0.030555,0.129899,0.148235,10.8552,0.922411,0.802387,0.026176,0.050085,6.205617,-1.001996,230
514,1.030187,1.000000,0.032581,0.052500,0.030555,0.126485,0.143528,7.7640,0.923461,0.808138,0.025888,0.049160,6.311659,-0.789834,230
515,1.029494,1.000000,0.032061,0.052500,0.030555,0.130748,0.143749,5.6135,0.912039,0.811020,0.028729,0.048673,6.784960,-0.598578,230
516,1.028801,1.000000,0.031373,0.052500,0.030555,0.128795,0.140063,3.8801,0.910478,0.816906,0.029088,0.047695,6.983419,-0.378174,231
517,1.028109,1.000000,0.030726,0.052500,0.030555,0.128188,0.137376,341.8144,0.906572,0.822574,0.030003,0.046733,7.246997,-0.157267,874
518,1.027418,1.000000,0.030007,0.052500,0.030555,0.125081,0.132969,660.4362,0.906821,0.830083,0.029924,0.045435,7.417384,0.073796,874
519,1.026728,1.000000,0.028972,0.052500,0.030555,0.110417,0.120469,368.7347,0.927770,0.844055,0.024685,0.042943,6.940606,0.308850,874
520,1.026039,1.000000,0.028859,0.052500,0.030555,0.127986,0.132872,2.5165,0.891006,0.829771,0.033503,0.045427,8.137736,0.487401,230
521,1.025351,1.000000,0.028102,0.052500,0.030555,0.123679,0.128647,1.5338,0.893065,0.830597,0.033024,0.045255,8.311829,0.713911,230
522,1.024664,1.000000,0.027634,0.052500,0.030555,0.127779,0.131486,0.7564,0.879762,0.824519,0.035880,0.046252,8.752620,0.916614,230
