tick,S,K,moneyness_SK,moneyness_KS,T,r,true_iv,fpga_iv,abs_err,true_delta,fpga_delta,delta_err,true_vega,fpga_vega,vega_err,true_gamma,fpga_gamma,gamma_err,is_liquid
5973,30.7944,38.0216,0.8099,1.2347,0.9193,0.0221,0.314190,0.314209,0.000020,0.314946,0.315899,0.000952,10.487697,10.501017,0.013320,0.038291,0.038337,0.000046,0
5974,74.4957,85.8236,0.8680,1.1521,0.6355,0.0559,0.531091,0.532917,0.001827,0.484559,0.452006,0.032554,23.673800,23.519809,0.153991,0.012640,0.012516,0.000123,1
5975,28.8772,30.2184,0.9556,1.0464,0.2791,0.0316,0.496849,0.496841,0.000008,0.496787,0.496838,0.000051,6.086534,6.086551,0.000017,0.052626,0.052616,0.000009,1
5976,61.7658,76.9110,0.8031,1.2452,0.9184,0.0286,0.168128,0.173425,0.005297,0.131929,0.118304,0.013625,12.649689,11.730581,0.919109,0.021475,0.019342,0.002133,0
5977,36.8389,31.4992,1.1695,0.8551,0.8071,0.0479,0.314702,0.314764,0.000062,0.797265,0.796890,0.000374,9.341336,9.351556,0.010220,0.027099,0.027123,0.000024,0
5978,58.6364,64.5878,0.9079,1.1015,0.2880,0.0288,0.436007,0.436002,0.000005,0.397131,0.397285,0.000153,12.133045,12.134181,0.001136,0.028107,0.028108,0.000001,1
5979,39.1259,46.6996,0.8378,1.1936,0.1596,0.0509,0.213442,0.306567,0.093125,0.026341,0.063772,0.037430,0.954282,1.977037,1.022755,0.018304,0.030827,0.012523,0
5980,41.5430,55.8741,0.7435,1.3450,0.8423,0.0583,0.549438,0.549466,0.000028,0.405824,0.407627,0.001803,14.784427,14.800521,0.016093,0.018511,0.018523,0.000012,0
5981,30.2268,31.2573,0.9670,1.0341,0.7167,0.0339,0.310405,0.310522,0.000116,0.538307,0.538315,0.000009,10.161942,10.161896,0.000046,0.049992,0.049974,0.000018,1
5982,76.4623,88.1791,0.8671,1.1532,1.1329,0.0508,0.334075,0.336206,0.002131,0.475601,0.431762,0.043839,32.407066,31.991494,0.415572,0.014646,0.014372,0.000274,1
5983,45.4671,55.4143,0.8205,1.2188,1.1420,0.0452,0.357062,0.357077,0.000015,0.423734,0.424443,0.000709,19.028921,19.035385,0.006464,0.022573,0.022578,0.000005,0
5984,21.0181,16.8172,1.2498,0.8001,0.2087,0.0312,0.277335,0.332207,0.054872,0.969599,0.934291,0.035308,0.660490,1.241126,0.580635,0.025838,0.039159,0.013322,0
5985,66.1623,79.2520,0.8348,1.1978,0.8444,0.0216,0.303105,0.304217,0.001112,0.328743,0.299184,0.029559,21.984119,21.112473,0.871645,0.019622,0.018779,0.000843,0
5986,75.2721,84.1307,0.8947,1.1177,0.4120,0.0325,0.497203,0.498961,0.001758,0.441511,0.408834,0.032678,19.068028,18.769883,0.298144,0.016428,0.016123,0.000305,1
5987,23.5524,23.4215,1.0056,0.9944,0.7720,0.0410,0.253751,0.253755,0.000004,0.609653,0.609633,0.000020,7.941580,7.941612,0.000032,0.073087,0.073079,0.000008,1
5988,39.9261,31.6774,1.2604,0.7934,0.9812,0.0226,0.393684,0.393730,0.000046,0.801059,0.800279,0.000780,11.036788,11.062760,0.025972,0.017924,0.017963,0.000039,0
5989,22.4812,18.8470,1.1928,0.8383,1.4381,0.0498,0.334149,0.334270,0.000122,0.793597,0.792931,0.000666,7.691055,7.705661,0.014606,0.031667,0.031642,0.000026,0
5990,65.6697,88.7502,0.7399,1.3515,0.7196,0.0455,0.541772,0.546207,0.004435,0.361560,0.316761,0.044799,20.871530,19.835472,1.036058,0.012415,0.011713,0.000701,0
5991,38.2177,37.2094,1.0271,0.9736,0.2963,0.0514,0.504344,0.504338,0.000007,0.614161,0.614140,0.000021,7.957461,7.957501,0.000040,0.036454,0.036445,0.000009,1
5992,69.2184,86.1955,0.8030,1.2453,1.1137,0.0442,0.460923,0.462930,0.002008,0.457561,0.421549,0.036012,28.976361,28.575913,0.400448,0.011782,0.011568,0.000213,0
5993,45.7253,52.1069,0.8775,1.1396,0.2188,0.0402,0.352643,0.352705,0.000062,0.255831,0.256359,0.000528,6.879395,6.886642,0.007247,0.042648,0.042668,0.000020,1
5994,38.3624,32.8666,1.1672,0.8567,1.2809,0.0360,0.302947,0.302983,0.000036,0.775427,0.775114,0.000313,13.007617,13.017640,0.010023,0.022777,0.022789,0.000012,0
5995,37.5695,27.6077,1.3608,0.7348,0.9706,0.0581,0.387336,0.388425,0.001088,0.874095,0.872124,0.001972,7.657662,7.744474,0.086812,0.014431,0.014554,0.000123,0
5996,77.2259,107.0290,0.7215,1.3859,0.3939,0.0281,0.488340,0.537344,0.049003,0.190669,0.126794,0.063875,13.181182,10.081958,3.099224,0.011490,0.007795,0.003695,0
5997,51.8229,61.6726,0.8403,1.1901,1.2772,0.0204,0.393806,0.393804,0.000002,0.456215,0.456626,0.000410,23.224128,23.226685,0.002557,0.017193,0.017195,0.000002,0
5998,41.3929,39.9701,1.0356,0.9656,0.5218,0.0486,0.541003,0.541138,0.000135,0.636768,0.636745,0.000023,11.220855,11.220946,0.000091,0.023198,0.023202,0.000005,1
5999,22.6496,26.7562,0.8465,1.1813,0.8382,0.0319,0.478343,0.478340,0.000003,0.460001,0.460369,0.000368,8.231127,8.231868,0.000741,0.040017,0.040020,0.000004,0
6000,28.4341,36.5549,0.7778,1.2856,0.5366,0.0244,0.471555,0.471628,0.000073,0.302693,0.304084,0.001391,7.271330,7.286103,0.014773,0.035542,0.035608,0.000066,0
6001,60.8264,42.9060,1.4177,0.7054,0.3162,0.0532,0.330023,0.429463,0.099440,0.980505,0.941844,0.038661,1.620408,4.052105,2.431697,0.004198,0.008032,0.003835,0
6002,29.6811,26.5272,1.1189,0.8937,1.2216,0.0304,0.292070,0.292081,0.000011,0.733834,0.733695,0.000139,10.769298,10.771902,0.002605,0.034261,0.034268,0.000007,1
6003,47.0620,37.2394,1.2638,0.7913,0.6023,0.0549,0.248318,0.260003,0.011685,0.930910,0.920074,0.010836,4.854776,5.451473,0.596698,0.014656,0.015672,0.001016,0
6004,41.7609,54.4034,0.7676,1.3027,0.9700,0.0467,0.457761,0.457778,0.000017,0.397154,0.398520,0.001366,15.860302,15.874695,0.014393,0.020481,0.020497,0.000016,0
6005,55.0310,67.7548,0.8122,1.2312,1.4063,0.0260,0.256986,0.256995,0.000010,0.340852,0.341782,0.000930,23.934400,23.958838,0.024438,0.021869,0.021890,0.000021,0
6006,28.7436,34.4223,0.8350,1.1976,0.4439,0.0585,0.276090,0.276253,0.000163,0.227535,0.228517,0.000982,5.779988,5.793892,0.013904,0.057083,0.057187,0.000103,0
6007,70.9323,82.7958,0.8567,1.1673,1.3078,0.0238,0.203334,0.205028,0.001694,0.339055,0.294289,0.044766,29.690807,27.956862,1.733945,0.022191,0.020729,0.001462,1
6008,65.1735,62.5003,1.0428,0.9590,0.8593,0.0241,0.249393,0.249392,0.000001,0.650349,0.650238,0.000111,22.369777,22.372033,0.002256,0.024574,0.024540,0.000034,1
6009,59.8651,56.8341,1.0533,0.9494,0.7239,0.0292,0.377595,0.377592,0.000003,0.651085,0.651047,0.000038,18.845110,18.845570,0.000460,0.019237,0.019231,0.000006,1
6010,44.4655,32.0130,1.3890,0.7200,0.3388,0.0594,0.374152,0.418267,0.044115,0.956368,0.934280,0.022088,2.392938,3.346229,0.953291,0.009548,0.011867,0.002319,0
6011,23.5762,25.4508,0.9263,1.0795,1.0528,0.0371,0.328106,0.328209,0.000103,0.522726,0.522775,0.000049,9.634920,9.634847,0.000073,0.050182,0.050170,0.000011,1
6012,73.5820,88.3879,0.8325,1.2012,0.4114,0.0542,0.458371,0.464108,0.005737,0.344307,0.289967,0.054339,17.376290,16.154708,1.221582,0.017018,0.015628,0.001390,0
6013,36.9469,35.4331,1.0427,0.9590,0.8410,0.0368,0.245877,0.245882,0.000005,0.668414,0.668145,0.000269,12.293702,12.297463,0.003761,0.043555,0.043429,0.000126,1
6014,20.8002,19.9270,1.0438,0.9580,1.0108,0.0253,0.187916,0.187918,0.000002,0.676047,0.675471,0.000576,7.516762,7.522117,0.005355,0.091465,0.091008,0.000456,1
6015,39.2816,49.1939,0.7985,1.2523,1.4479,0.0262,0.396040,0.396044,0.000003,0.438637,0.439463,0.000825,18.633426,18.639313,0.005888,0.021059,0.021063,0.000005,0
6016,26.8319,28.4145,0.9443,1.0590,0.8037,0.0542,0.423763,0.423885,0.000122,0.561113,0.561129,0.000016,9.483801,9.483695,0.000107,0.038676,0.038668,0.000008,1
6017,48.6404,65.8615,0.7385,1.3540,0.8336,0.0587,0.233682,0.236895,0.003213,0.139073,0.145163,0.006090,9.839739,10.131418,0.291680,0.021351,0.021715,0.000363,0
6018,57.2796,76.6330,0.7475,1.3379,0.3450,0.0338,0.293596,0.330590,0.036994,0.062520,0.095126,0.032606,4.138945,5.704452,1.565507,0.012453,0.014428,0.001975,0
6019,20.4944,24.3608,0.8413,1.1887,0.2427,0.0525,0.308147,0.309609,0.001462,0.163903,0.163861,0.000042,2.495714,2.495485,0.000229,0.079435,0.079656,0.000221,0
6020,54.6922,57.8422,0.9455,1.0576,1.3818,0.0462,0.305205,0.305328,0.000123,0.579770,0.579793,0.000022,25.134006,25.133533,0.000472,0.019924,0.019915,0.000008,1
6021,43.5298,33.4903,1.2998,0.7694,0.5804,0.0379,0.282475,0.291766,0.009291,0.923378,0.915168,0.008210,4.771535,5.171354,0.399818,0.015359,0.016093,0.000734,0
6022,48.1991,35.2097,1.3689,0.7305,1.1866,0.0379,0.402925,0.403288,0.000362,0.850238,0.848597,0.001641,12.228790,12.319721,0.090932,0.011010,0.011076,0.000067,0
6023,52.9069,62.4609,0.8470,1.1806,0.4375,0.0314,0.423397,0.423400,0.000003,0.343244,0.343832,0.000589,12.869217,12.877314,0.008098,0.024818,0.024826,0.000008,0
6024,45.7070,40.9341,1.1166,0.8956,0.4688,0.0527,0.464621,0.464622,0.000001,0.720190,0.720037,0.000153,10.530817,10.533391,0.002574,0.023144,0.023144,0.000000,1
6025,22.1516,18.1098,1.2232,0.8175,0.9179,0.0216,0.402828,0.402843,0.000015,0.778263,0.777718,0.000545,6.312285,6.321029,0.008744,0.034791,0.034837,0.000047,0
6026,35.3630,45.7430,0.7731,1.2935,0.3663,0.0513,0.443674,0.444166,0.000492,0.225350,0.227334,0.001983,6.424677,6.456429,0.031751,0.031611,0.031727,0.000116,0
6027,46.7013,60.8353,0.7677,1.3026,1.0992,0.0247,0.442856,0.442866,0.000011,0.390171,0.391499,0.001328,18.788282,18.806105,0.017822,0.017697,0.017711,0.000014,0
6028,66.7977,63.2117,1.0567,0.9463,1.2308,0.0389,0.248575,0.248599,0.000024,0.695478,0.696536,0.001058,25.940045,25.899328,0.040717,0.019002,0.018970,0.000032,1
6029,52.3905,56.9815,0.9194,1.0876,0.2217,0.0396,0.383979,0.383974,0.000005,0.372346,0.372510,0.000164,9.332583,9.333782,0.001199,0.039944,0.039940,0.000004,1
6030,76.2554,97.0256,0.7859,1.2724,0.5669,0.0563,0.372224,0.386971,0.014747,0.272410,0.195638,0.076772,19.068367,15.861326,3.207041,0.015540,0.012420,0.003120,0
6031,68.4164,50.2402,1.3618,0.7343,0.2004,0.0217,0.410408,0.483350,0.072942,0.963763,0.938722,0.025041,2.435204,3.765353,1.330149,0.006324,0.008521,0.002197,0
6032,70.4691,98.1704,0.7178,1.3931,0.9420,0.0377,0.484178,0.494613,0.010435,0.346478,0.278578,0.067899,25.240011,22.966472,2.273538,0.011143,0.009922,0.001221,0
6033,53.8884,44.6337,1.2073,0.8283,1.2833,0.0599,0.376167,0.376325,0.000158,0.798277,0.797838,0.000439,17.178807,17.201028,0.022220,0.012255,0.012265,0.000011,0
6034,79.5074,67.2985,1.1814,0.8464,1.3226,0.0205,0.330609,0.331260,0.000652,0.758038,0.777049,0.019011,28.551949,27.280884,1.271066,0.010329,0.009845,0.000484,0
6035,37.7563,41.8795,0.9015,1.1092,1.3011,0.0322,0.392280,0.392373,0.000093,0.534171,0.534230,0.000059,17.117970,17.117717,0.000253,0.023528,0.023528,0.000000,1
6036,76.5246,65.5633,1.1672,0.8568,1.4931,0.0545,0.200490,0.201925,0.001435,0.861187,0.874211,0.013024,20.692214,19.343136,1.349079,0.011804,0.010961,0.000844,0
6037,20.8478,28.9152,0.7210,1.3870,1.0500,0.0526,0.208022,0.213165,0.005143,0.121220,0.129882,0.008662,4.303882,4.518136,0.214254,0.045337,0.046640,0.001303,0
6038,29.5657,40.0170,0.7388,1.3535,0.3473,0.0280,0.160645,0.300000,0.139355,0.001155,0.000000,0.001155,0.066942,0.000000,0.066942,0.001373,0.000000,0.001373,0
6039,73.7431,83.8507,0.8795,1.1371,1.1889,0.0503,0.397957,0.398889,0.000932,0.523451,0.496793,0.026658,32.021924,32.076380,0.054457,0.012446,0.012438,0.000008,1
6040,65.1405,60.3061,1.0802,0.9258,1.2864,0.0461,0.288432,0.288479,0.000047,0.719190,0.719122,0.000068,24.905390,24.907765,0.002375,0.015819,0.015817,0.000001,1
6041,62.6301,64.3173,0.9738,1.0269,0.8973,0.0553,0.301714,0.301841,0.000127,0.588386,0.588379,0.000007,23.084298,23.084198,0.000100,0.021739,0.021730,0.000008,1
6042,32.3966,31.6582,1.0233,0.9772,0.6833,0.0312,0.287602,0.287601,0.000001,0.619996,0.619972,0.000023,10.196501,10.196573,0.000072,0.049437,0.049429,0.000008,1
6043,44.5735,39.9533,1.1156,0.8963,0.7008,0.0322,0.305058,0.305062,0.000003,0.740414,0.740255,0.000159,12.093568,12.097127,0.003558,0.028472,0.028479,0.000007,1
6044,48.1716,45.6473,1.0553,0.9476,0.7627,0.0525,0.211318,0.211340,0.000022,0.726073,0.726015,0.000058,14.010589,14.011749,0.001160,0.037460,0.037458,0.000002,1
6045,31.4682,43.8747,0.7172,1.3943,0.2030,0.0280,0.448093,0.300000,0.148093,0.064617,0.000000,0.064617,1.789540,0.000000,1.789540,0.019866,0.000000,0.019866,0
6046,64.1279,53.3819,1.2013,0.8324,0.2660,0.0307,0.185817,0.263628,0.077811,0.979656,0.944844,0.034813,1.624805,3.780505,2.155701,0.007993,0.014891,0.006898,0
6047,25.5702,24.1270,1.0598,0.9436,0.4419,0.0481,0.150598,0.150651,0.000053,0.800243,0.799711,0.000532,4.755029,4.762611,0.007583,0.109292,0.109222,0.000070,1
6048,35.5937,49.5096,0.7189,1.3910,1.3019,0.0562,0.478782,0.478839,0.000057,0.421931,0.424109,0.002179,15.890791,15.907864,0.017072,0.020123,0.020142,0.000019,0
6049,36.7455,42.4838,0.8649,1.1562,1.0906,0.0321,0.504698,0.504793,0.000095,0.521759,0.522088,0.000329,15.286533,15.285830,0.000703,0.020568,0.020550,0.000018,1
6050,54.4871,39.8893,1.3660,0.7321,1.3975,0.0281,0.438949,0.439071,0.000121,0.825373,0.824049,0.001325,16.581699,16.661931,0.080231,0.009105,0.009145,0.000041,0
6051,39.5874,52.9038,0.7483,1.3364,1.2204,0.0295,0.151135,0.164666,0.013530,0.075303,0.096569,0.021265,6.209593,7.495988,1.286395,0.021483,0.023993,0.002510,0
6052,63.9302,53.6093,1.1925,0.8386,0.3423,0.0452,0.196339,0.225767,0.029427,0.957721,0.933007,0.024714,3.371282,4.903899,1.532618,0.012274,0.015628,0.003354,0
6053,55.1225,54.2087,1.0169,0.9834,1.1115,0.0424,0.478733,0.478840,0.000107,0.647596,0.647567,0.000029,21.579249,21.579565,0.000316,0.013346,0.013350,0.000004,1
6054,66.9369,91.7197,0.7298,1.3702,1.3222,0.0388,0.207192,0.222105,0.014913,0.161684,0.116780,0.044904,18.855666,15.115007,3.740660,0.015362,0.011530,0.003832,0
6055,64.2506,71.8122,0.8947,1.1177,0.3193,0.0347,0.414400,0.414574,0.000174,0.377963,0.366910,0.011053,13.800205,13.669442,0.130763,0.025267,0.025021,0.000246,1
6056,63.5310,45.7013,1.3901,0.7194,0.2623,0.0568,0.403487,0.465560,0.062073,0.961591,0.937646,0.023946,2.712848,4.050015,1.337167,0.006350,0.008321,0.001970,0
6057,55.9886,55.8595,1.0023,0.9977,0.3349,0.0445,0.457822,0.457989,0.000167,0.578267,0.578258,0.000010,12.675863,12.675835,0.000028,0.026376,0.026368,0.000009,1
6058,67.3452,87.9401,0.7658,1.3058,1.3998,0.0309,0.514049,0.516107,0.002058,0.474696,0.439932,0.034764,31.723134,31.425940,0.297194,0.009721,0.009596,0.000125,0
6059,60.4218,75.9654,0.7954,1.2573,0.6219,0.0505,0.504649,0.504964,0.000314,0.383090,0.370075,0.013015,18.187578,17.992311,0.195267,0.015873,0.015687,0.000186,0
6060,31.6221,23.3933,1.3518,0.7398,0.2674,0.0384,0.512267,0.518962,0.006695,0.904745,0.900248,0.004497,2.769023,2.869195,0.100171,0.020219,0.020670,0.000451,0
6061,51.5207,44.1223,1.1677,0.8564,1.0135,0.0484,0.250894,0.251061,0.000167,0.824946,0.824466,0.000481,13.372881,13.396624,0.023743,0.019812,0.019834,0.000021,0
6062,63.1007,80.8554,0.7804,1.2814,0.2683,0.0360,0.365143,0.385997,0.020853,0.121952,0.107402,0.014550,6.612888,6.048266,0.564621,0.016953,0.014706,0.002247,0
6063,46.2252,50.7391,0.9110,1.0977,1.3101,0.0553,0.424703,0.424843,0.000140,0.579409,0.579454,0.000046,20.688024,20.687394,0.000630,0.017401,0.017399,0.000002,1
6064,47.9574,58.6728,0.8174,1.2234,1.4271,0.0600,0.159339,0.159416,0.000077,0.303409,0.304835,0.001426,20.020721,20.062222,0.041501,0.038283,0.038337,0.000054,0
6065,50.7938,55.7137,0.9117,1.0969,1.0946,0.0297,0.401656,0.401751,0.000095,0.526894,0.526918,0.000024,21.152166,21.152056,0.000110,0.018648,0.018651,0.000002,1
6066,44.5204,33.8853,1.3139,0.7611,1.4906,0.0588,0.511510,0.511721,0.000211,0.813160,0.812375,0.000785,14.598047,14.636083,0.038037,0.009660,0.009681,0.000021,0
6067,31.0654,34.2277,0.9076,1.1018,1.1545,0.0418,0.376618,0.376724,0.000106,0.532661,0.532724,0.000063,13.271522,13.271326,0.000195,0.031629,0.031626,0.000002,1
6068,59.9457,55.0614,1.0887,0.9185,1.1053,0.0373,0.183802,0.183836,0.000034,0.773362,0.773177,0.000184,18.978664,18.987013,0.008350,0.025998,0.025995,0.000002,1
6069,47.2671,57.2536,0.8256,1.2113,0.3443,0.0296,0.437301,0.437365,0.000064,0.281282,0.282624,0.001342,9.356969,9.378254,0.021285,0.027816,0.027824,0.000008,0
6070,30.4501,40.2741,0.7561,1.3226,1.0789,0.0316,0.269999,0.270271,0.000273,0.231074,0.233371,0.002297,9.628781,9.681728,0.052947,0.035651,0.035810,0.000159,0
6071,73.9518,92.3395,0.8009,1.2486,1.3158,0.0418,0.463987,0.467365,0.003379,0.480957,0.434396,0.046562,33.803393,33.383142,0.420251,0.010124,0.009926,0.000198,0
6072,54.1813,47.8210,1.1330,0.8826,1.3276,0.0593,0.243167,0.243375,0.000208,0.806993,0.806589,0.000404,17.104987,17.126851,0.021864,0.018048,0.018047,0.000002,1
6073,79.0716,61.2624,1.2907,0.7748,0.7546,0.0250,0.414876,0.416003,0.001127,0.826554,0.842101,0.015546,17.606423,16.570674,1.035749,0.008994,0.008449,0.000546,0
6074,69.9069,75.9568,0.9204,1.0865,0.7912,0.0396,0.213161,0.213553,0.000392,0.429423,0.405968,0.023455,24.418042,24.114717,0.303325,0.029625,0.029211,0.000414,1
6075,40.5469,35.4354,1.1442,0.8739,0.8746,0.0546,0.497923,0.497947,0.000024,0.733925,0.733763,0.000161,12.445968,12.449511,0.003543,0.017383,0.017387,0.000004,1
6076,61.1890,55.2871,1.1068,0.9035,0.3297,0.0375,0.380293,0.380293,0.000000,0.735771,0.735444,0.000327,11.490162,11.497146,0.006984,0.024480,0.024461,0.000018,1
6077,71.4084,85.5696,0.8345,1.1983,0.4015,0.0403,0.427694,0.432204,0.004510,0.318346,0.270271,0.048075,16.146068,14.968294,1.177774,0.018439,0.016918,0.001521,0
6078,21.6517,24.2308,0.8936,1.1191,1.3927,0.0232,0.541162,0.541243,0.000081,0.576814,0.576709,0.000106,10.004013,10.004465,0.000453,0.028315,0.028342,0.000027,1
6079,43.3174,52.1169,0.8312,1.2031,1.4096,0.0393,0.269669,0.269688,0.000018,0.403386,0.404097,0.000712,19.912891,19.921627,0.008737,0.027917,0.027922,0.000005,0
6080,70.2915,82.0027,0.8572,1.1666,0.2296,0.0535,0.453427,0.457336,0.003909,0.293187,0.251388,0.041799,11.587834,10.734024,0.853810,0.022529,0.020709,0.001820,1
6081,40.5066,45.6917,0.8865,1.1280,0.2228,0.0309,0.534606,0.534601,0.000005,0.373002,0.372856,0.000146,7.237080,7.236083,0.000997,0.037039,0.037099,0.000060,1
6082,43.5902,43.2000,1.0090,0.9910,0.7752,0.0247,0.348199,0.348309,0.000110,0.596792,0.596779,0.000013,14.858581,14.858566,0.000015,0.028969,0.028963,0.000006,1
6083,59.1052,57.5029,1.0279,0.9729,1.2427,0.0332,0.451975,0.452070,0.000096,0.651170,0.651136,0.000034,24.375622,24.376128,0.000506,0.012422,0.012428,0.000005,1
6084,21.4777,26.3495,0.8151,1.2268,1.4697,0.0404,0.342181,0.342203,0.000022,0.443400,0.444115,0.000715,10.282839,10.285424,0.002586,0.044325,0.044332,0.000007,0
6085,68.4695,86.4989,0.7916,1.2633,0.4848,0.0515,0.174158,0.276910,0.102752,0.048355,0.059501,0.011147,4.787141,5.739338,0.952196,0.012094,0.011477,0.000618,0
6086,53.8096,49.9391,1.0775,0.9281,0.1314,0.0235,0.396077,0.396077,0.000000,0.730147,0.729516,0.000632,6.446693,6.454094,0.007401,0.042793,0.042694,0.000099,1
6087,68.5739,74.6519,0.9186,1.0886,1.2695,0.0373,0.491905,0.492083,0.000178,0.582937,0.575883,0.007054,30.155642,30.264653,0.109011,0.010269,0.010302,0.000033,1
6088,71.1374,92.1823,0.7717,1.2958,0.1692,0.0545,0.441696,0.466096,0.024400,0.099441,0.150491,0.051050,5.114623,6.838873,1.724250,0.013522,0.012038,0.001484,0
6089,28.3627,31.6388,0.8965,1.1155,0.8067,0.0387,0.326727,0.326727,0.000001,0.452459,0.452626,0.000166,10.090472,10.090940,0.000469,0.047591,0.047593,0.000002,1
6090,55.2177,57.2408,0.9647,1.0366,1.0731,0.0285,0.207131,0.207229,0.000099,0.532664,0.532676,0.000012,22.743382,22.743284,0.000098,0.033559,0.033543,0.000016,1
6091,51.8503,52.6024,0.9857,1.0145,0.1941,0.0493,0.457602,0.457822,0.000220,0.530606,0.530610,0.000005,9.086032,9.086010,0.000022,0.038054,0.038036,0.000018,1
6092,38.5162,27.0732,1.4227,0.7029,1.0341,0.0540,0.157617,0.286276,0.128658,0.995707,0.949682,0.046026,0.494259,4.245852,3.751592,0.002044,0.011308,0.009264,0
6093,29.0127,39.9912,0.7255,1.3784,0.1105,0.0404,0.286467,0.050003,0.236464,0.000527,0.000000,0.000527,0.018008,127.584463,127.566455,0.000676,-0.568609,0.569285,0
6094,65.5763,68.1960,0.9616,1.0399,1.0921,0.0320,0.489378,0.489477,0.000098,0.597739,0.596401,0.001338,26.514136,26.536433,0.022298,0.011537,0.011545,0.000008,1
6095,44.7456,33.2404,1.3461,0.7429,1.0871,0.0466,0.401399,0.401803,0.000404,0.850937,0.849402,0.001535,10.832059,10.908019,0.075960,0.012399,0.012466,0.000067,0
6096,29.8239,39.9466,0.7466,1.3394,0.3651,0.0405,0.314348,0.335950,0.021602,0.086004,0.104242,0.018238,2.828830,3.263994,0.435164,0.027713,0.030035,0.002321,0
6097,58.7646,43.0961,1.3636,0.7334,0.5666,0.0228,0.306206,0.321865,0.015659,0.935327,0.923300,0.012028,5.586485,6.404948,0.818463,0.009325,0.010137,0.000812,0
6098,44.8555,36.2495,1.2374,0.8081,1.0530,0.0527,0.505968,0.506026,0.000058,0.781358,0.780876,0.000482,13.580446,13.597437,0.016991,0.012669,0.012683,0.000014,0
6099,69.9545,58.7836,1.1900,0.8403,1.4850,0.0202,0.201845,0.201976,0.000131,0.829537,0.829667,0.000130,21.609668,21.600215,0.009453,0.014732,0.014693,0.000039,0
6100,66.8050,76.5411,0.8728,1.1457,0.8104,0.0391,0.389058,0.389463,0.000405,0.451162,0.433248,0.017914,23.812816,23.656036,0.156780,0.016922,0.016796,0.000127,1
6101,37.6830,28.6531,1.3151,0.7604,0.7020,0.0457,0.377351,0.378341,0.000990,0.869948,0.868174,0.001774,6.680775,6.746195,0.065420,0.017761,0.017888,0.000127,0
6102,61.7658,56.6475,1.0904,0.9171,1.3154,0.0327,0.201906,0.201930,0.000024,0.750173,0.750056,0.000116,22.503167,22.508223,0.005057,0.022209,0.022210,0.000001,1
6103,27.5625,30.7762,0.8956,1.1166,0.1509,0.0200,0.247220,0.248919,0.001700,0.142578,0.148108,0.005530,2.412996,2.475994,0.062999,0.085126,0.085652,0.000526,1
6104,56.6863,48.2300,1.1753,0.8508,1.2049,0.0548,0.484031,0.484096,0.000065,0.756186,0.755952,0.000234,19.509695,19.519375,0.009680,0.010411,0.010413,0.000003,0
6105,77.5060,60.2149,1.2872,0.7769,1.3423,0.0588,0.407405,0.407997,0.000591,0.825891,0.835160,0.009269,23.072477,22.278119,0.794358,0.007023,0.006773,0.000250,0
6106,71.3425,51.4181,1.3875,0.7207,0.1763,0.0562,0.300163,0.531578,0.231414,0.996932,0.945651,0.051281,0.279595,3.390716,3.111120,0.001038,0.007406,0.006367,0
6107,79.3078,72.4885,1.0941,0.9140,1.1137,0.0336,0.322808,0.323195,0.000387,0.706829,0.723278,0.016449,28.795017,28.012077,0.782940,0.012734,0.012371,0.000363,1
